,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,updated_github_id,docs_url,ignore
363,COMP6 Benchmark dataset,,datasets,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,MIT,,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000000,2018-07-09 23:56:34,27.0,,4.0,4.0,,2.0,1.0,39.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
364,MACE-Layer,,rep-learn,https://github.com/ACEsuit/mace-layer,Higher order equivariant graph neural networks for 3D point clouds.,6,False,MIT,,ACEsuit/mace-layer,https://github.com/ACEsuit/mace-layer,2022-11-09 17:03:41,2023-06-27 15:32:49.000000,2023-06-06 10:09:58,19.0,,11.0,4.0,2.0,1.0,,36.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
365,charge_transfer_nnp,,rep-learn,https://github.com/pfnet-research/charge_transfer_nnp,Graph neural network potential with charge transfer.,6,False,MIT,['electrostatics'],pfnet-research/charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,2022-04-06 01:48:18,2022-04-06 01:53:35.000000,2022-04-06 01:53:22,1.0,,8.0,10.0,,,,35.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
366,milad,,rep-eng,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,6,True,GPL-3.0,['generative'],muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2024-08-20 12:50:12.000000,2024-08-20 12:50:10,111.0,,2.0,3.0,,,,31.0,,,,1.0,,,3.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
367,MLIP-3,,ml-iap,https://gitlab.com/ashapeev/mlip-3,MLIP-3: Active learning on atomic environments with Moment Tensor Potentials (MTP).,6,False,BSD-2-Clause,['lang-cpp'],,,2023-04-24 14:05:53,2023-04-24 14:05:53.000000,,,,9.0,,,25.0,7.0,24.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,ashapeev/mlip-3,https://gitlab.com/ashapeev/mlip-3,,,
368,GLAMOUR,,rep-learn,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,6,False,MIT,['single-paper'],learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000000,2022-12-31 17:56:21,14.0,,8.0,3.0,1.0,1.0,8.0,21.0,2021-08-23 18:58:52.000,0.1,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
369,SA-GPR,,rep-eng,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,6,True,LGPL-3.0,['lang-c'],dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2025-02-03 12:26:26.000000,2025-02-03 12:26:26,28.0,2.0,17.0,3.0,11.0,3.0,5.0,20.0,2020-12-17 16:51:47.000,2020.0,1.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
370,EquivariantOperators.jl,,math,https://github.com/aced-differentiate/EquivariantOperators.jl,This package is deprecated. Functionalities are migrating to Porcupine.jl.,6,False,MIT,['lang-julia'],aced-differentiate/EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,2021-11-29 03:36:21,2023-09-27 18:34:44.000000,2023-09-27 18:34:44,62.0,,,4.0,,,,19.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
371,polyVERSE,,datasets,https://github.com/Ramprasad-Group/polyVERSE,polyVERSE is a comprehensive repository of informatics-ready datasets curated by the Ramprasad Group.,6,True,https://github.com/Ramprasad-Group/polyVERSE?tab=License-1-ov-file,['soft-matter'],Ramprasad-Group/polyVERSE,https://github.com/Ramprasad-Group/polyVERSE,2024-03-26 02:42:47,2025-03-05 17:57:14.000000,2025-03-05 17:56:54,45.0,6.0,2.0,2.0,2.0,,,17.0,2024-08-21 04:09:16.000,1.0.0,1.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
372,thermo,,probabilistic,https://github.com/janosh/thermo,Data-driven risk-conscious thermoelectric materials discovery.,6,True,MIT,"['materials-discovery', 'experimental-data', 'active-learning', 'transport-phenomena']",janosh/thermo,https://github.com/janosh/thermo,2019-07-30 16:27:10,2025-04-07 16:39:52.000000,2024-08-22 11:28:19,81.0,,4.0,2.0,21.0,,4.0,16.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
373,BERT-PSIE-TC,,language-models,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,6,False,MIT,['magnetism'],StefanoSanvitoGroup/BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,2023-01-25 10:27:26,2023-08-18 11:47:45.000000,2023-08-18 12:48:31,36.0,,3.0,,,,,14.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
374,SciGlass,,datasets,https://github.com/drcassar/SciGlass,The database contains a vast set of data on the properties of glass materials.,6,False,MIT,,drcassar/SciGlass,https://github.com/drcassar/SciGlass,2019-06-19 19:36:32,2023-08-27 13:46:44.000000,2023-08-27 13:46:44,28.0,,3.0,,,,,13.0,2023-08-27 13:48:09.000,2.0.1,1.0,2.0,,,,,,,,,1.0,,,,3.0,,,,,,34.0,,,,,,,,,,,,,,,
375,DSM-CORE,,educational,https://matsciedu.github.io/DSM-CORE,Data Science for Materials - Collection of Open Educational Resources.,6,True,,,MatSciEdu/DSM-CORE,https://github.com/MatSciEdu/DSM-CORE,2024-10-03 16:29:54,2025-04-03 19:39:48.000000,2025-04-03 19:39:48,217.0,10.0,6.0,1.0,8.0,1.0,1.0,13.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
376,charge-density-models,,ml-dft,https://github.com/ulissigroup/charge-density-models,Tools to build charge density models using [fairchem](https://github.com/FAIR-Chem/fairchem).,6,False,MIT,['rep-learn'],ulissigroup/charge-density-models,https://github.com/ulissigroup/charge-density-models,2022-06-22 13:47:53,2023-11-29 15:07:42.000000,2023-11-29 15:07:42,96.0,,3.0,1.0,16.0,1.0,3.0,13.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
377,CatGym,,reinforcement-learning,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,6,False,GPL,,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000000,2021-08-30 17:05:32,162.0,,2.0,3.0,,2.0,,12.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
378,rxngenerator,,generative,https://github.com/tsudalab/rxngenerator,A generative model for molecular generation via multi-step chemical reactions.,6,False,MIT,,tsudalab/rxngenerator,https://github.com/tsudalab/rxngenerator,2021-06-18 07:44:53,2024-07-24 05:27:21.000000,2022-08-09 07:21:05,16.0,,3.0,8.0,2.0,1.0,,12.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
379,testing-framework,,ml-iap,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,,['benchmarking'],libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000000,2022-02-10 17:23:46,225.0,,8.0,15.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
380,PANNA,,ml-iap,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,6,False,MIT,['benchmarking'],,,2018-11-09 10:47:48,2018-11-09 10:47:48.000000,,,,10.0,,,,,10.0,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,,,
381,ML for catalysis tutorials,,educational,https://github.com/ulissigroup/ml_catalysis_tutorials,A jupyter book repo for tutorial on how to use OCP ML models for catalysis.,6,False,MIT,,ulissigroup/ml_catalysis_tutorials,https://github.com/ulissigroup/ml_catalysis_tutorials,2022-10-28 20:37:30,2022-10-31 18:06:07.000000,2022-10-31 17:49:25,40.0,,1.0,3.0,,,,8.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
382,MLXDM,,ml-iap,https://github.com/RowleyGroup/MLXDM,A Neural Network Potential with Rigorous Treatment of Long-Range Dispersion https://doi.org/10.1039/D2DD00150K.,6,True,MIT,['long-range'],RowleyGroup/MLXDM,https://github.com/RowleyGroup/MLXDM,2022-05-03 17:47:26,2025-03-12 18:47:57.000000,2025-03-12 18:47:53,55.0,1.0,2.0,4.0,,,,8.0,,,,7.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
383,COSMO Toolbox,,math,https://github.com/lab-cosmo/toolbox,Assorted libraries and utilities for atomistic simulation analysis.,6,False,,['lang-cpp'],lab-cosmo/toolbox,https://github.com/lab-cosmo/toolbox,2014-05-20 11:23:13,2024-03-19 13:27:28.000000,2024-03-19 13:27:02,107.0,,7.0,26.0,1.0,,,7.0,,,,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
384,fplib,,rep-eng,https://github.com/Rutgers-ZRG/libfp,libfp is a library for calculating crystalline fingerprints and measuring similarities of materials.,6,True,MIT,"['lang-c', 'single-paper']",zhuligs/fplib,https://github.com/Rutgers-ZRG/libfp,2015-09-07 08:18:27,2025-04-01 19:31:50.000000,2025-04-01 19:31:43,58.0,1.0,1.0,2.0,1.0,,3.0,7.0,2024-09-26 20:12:39.000,3.1.2,3.0,2.0,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,Rutgers-ZRG/libfp,,
385,SOAPxx,,rep-eng,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,GPL-2.0,['lang-cpp'],capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
386,Equisolve,,general-tool,https://github.com/lab-cosmo/equisolve,A ML toolkit package utilizing the metatensor data format to build models for the prediction of equivariant properties..,6,False,BSD-3-Clause,['ml-iap'],lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-10-27 10:03:59.000000,2023-10-27 09:55:17,55.0,,1.0,15.0,43.0,19.0,4.0,5.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
387,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",6,False,GPL-3.0,,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000000,2023-06-26 12:48:15,157.0,,14.0,2.0,1.0,,,4.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
388,KSR-DFT,,ml-dft,https://github.com/pedersor/ksr_dft,Kohn-Sham regularizer for machine-learned DFT functionals.,6,False,Apache-2.0,,pedersor/ksr_dft,https://github.com/pedersor/ksr_dft,2023-03-01 17:24:48,2023-03-04 07:20:22.000000,2023-03-04 07:20:18,466.0,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
389,pyLODE,,rep-eng,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,Apache-2.0,['electrostatics'],ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000000,2023-07-05 09:57:14,241.0,,1.0,2.0,,1.0,,3.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
390,ACEpsi.jl,,ml-wft,https://github.com/ACEsuit/ACEpsi.jl,ACE wave function parameterizations.,6,False,MIT,"['rep-eng', 'lang-julia']",ACEsuit/ACEpsi.jl,https://github.com/ACEsuit/ACEpsi.jl,2022-10-21 03:51:18,2024-04-12 06:18:19.000000,2023-10-05 21:21:35,162.0,,,4.0,16.0,5.0,4.0,2.0,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
391,AMP,,rep-eng,https://bitbucket.org/andrewpeterson/amp/,Amp is an open-source package designed to easily bring machine-learning to atomistic calculations.,6,False,,,,,,2023-01-25 17:30:41.112000,,,,25.0,,,,,,2023-01-25 17:30:41.112,1.0.1,3.0,,amp-atomistics,,,,https://pypi.org/project/amp-atomistics,2023-01-25 17:30:41.112,,81.0,81.0,,,,3.0,,,,,,,,,,,,,,,,,,,,https://amp.readthedocs.io/,
392,COATI,,generative,https://github.com/terraytherapeutics/COATI,COATI: multi-modal contrastive pre-training for representing and traversing chemical space.,5,False,Apache 2.0,"['drug-discovery', 'multimodal', 'pretrained', 'rep-learn']",terraytherapeutics/COATI,https://github.com/terraytherapeutics/COATI,2023-08-11 14:56:39,2024-03-23 18:06:26.000000,2024-03-23 18:06:26,16.0,,6.0,2.0,7.0,1.0,2.0,110.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
393,crystal-text-llm,,language-models,https://github.com/facebookresearch/crystal-text-llm,Large language models to generate stable crystals.,5,True,CC-BY-NC-4.0,['materials-discovery'],facebookresearch/crystal-text-llm,https://github.com/facebookresearch/crystal-text-llm,2024-02-05 22:29:12,2024-06-18 17:10:52.000000,2024-06-18 17:10:52,13.0,,20.0,3.0,3.0,9.0,2.0,101.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
394,AI4Science101,,educational,https://github.com/deepmodeling/AI4Science101,AI for Science.,5,False,,,deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,2022-06-19 02:26:48,2024-04-11 02:15:55.000000,2022-09-04 02:06:18,139.0,,14.0,9.0,29.0,2.0,1.0,90.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
395,The Perovskite Database Project,,datasets,https://github.com/Jesperkemist/perovskitedatabase,"Perovskite Database Project aims at making all perovskite device data, both past and future, available in a form..",5,False,,['community'],Jesperkemist/perovskitedatabase,https://github.com/Jesperkemist/perovskitedatabase,2021-01-17 14:26:45,2024-03-07 11:09:21.000000,2024-03-07 11:09:17,44.0,,21.0,2.0,7.0,1.0,,64.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
396,LapNet,,ml-wft,https://github.com/bytedance/LapNet,Efficient and Accurate Neural-Network Ansatz for Quantum Monte Carlo.,5,True,Apache-2.0,,bytedance/LapNet,https://github.com/bytedance/LapNet,2023-11-13 08:19:53,2024-12-04 05:37:32.000000,2024-12-04 05:37:32,9.0,,11.0,2.0,4.0,,1.0,62.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
397,Joint Multidomain Pre-Training (JMP),,uip,https://github.com/facebookresearch/JMP,Code for From Molecules to Materials Pre-training Large Generalizable Models for Atomic Property Prediction.,5,True,CC-BY-NC-4.0,"['pretrained', 'ml-iap', 'general-tool']",facebookresearch/JMP,https://github.com/facebookresearch/JMP,2024-03-14 23:10:10,2024-10-22 22:29:40.000000,2024-10-22 22:29:36,3.0,,8.0,3.0,1.0,2.0,3.0,56.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
398,Machine Learning for Materials Hard and Soft,,educational,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,ESI-DCAFM-TACO-VDSP Summer School on Machine Learning for Materials Hard and Soft.,5,False,,,CompPhysVienna/MLSummerSchoolVienna2022,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,2022-07-01 08:42:41,2022-07-22 08:10:24.000000,2022-07-22 08:10:24,49.0,,20.0,1.0,14.0,,,36.0,,,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
399,xDeepH,,ml-dft,https://github.com/mzjb/xDeepH,Extended DeepH (xDeepH) method for magnetic materials.,5,False,LGPL-3.0,"['magnetism', 'lang-julia']",mzjb/xDeepH,https://github.com/mzjb/xDeepH,2023-02-23 12:56:49,2023-06-14 11:44:53.000000,2023-06-14 11:44:46,4.0,,4.0,3.0,,3.0,,36.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
400,SciBot,,language-models,https://github.com/CFN-softbio/SciBot,SciBot is a simple demo of building a domain-specific chatbot for science.,5,True,,['ai-agent'],CFN-softbio/SciBot,https://github.com/CFN-softbio/SciBot,2023-06-12 12:41:44,2024-09-03 15:21:15.000000,2024-09-03 15:20:54,23.0,,10.0,6.0,,,,31.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
401,Autobahn,,rep-learn,https://github.com/risilab/Autobahn,Repository for Autobahn: Automorphism Based Graph Neural Networks.,5,False,MIT,,risilab/Autobahn,https://github.com/risilab/Autobahn,2021-03-02 01:14:40,2022-03-01 21:04:09.000000,2022-03-01 21:04:04,11.0,,2.0,4.0,,,,29.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
402,ML-DFT,,ml-dft,https://github.com/MihailBogojeski/ml-dft,A package for density functional approximation using machine learning.,5,False,MIT,,MihailBogojeski/ml-dft,https://github.com/MihailBogojeski/ml-dft,2020-09-14 22:15:56,2020-09-18 16:36:30.000000,2020-09-18 16:36:30,9.0,,9.0,1.0,,1.0,1.0,26.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
403,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,https://github.com/Minoru938/CSPML,Original implementation of CSPML.,5,True,MIT,['structure-prediction'],minoru938/cspml,https://github.com/Minoru938/CSPML,2022-01-15 10:59:27,2024-12-22 20:28:39.000000,2024-12-22 20:28:39,27.0,,8.0,1.0,,2.0,1.0,24.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
404,NequIP-JAX,,ml-iap,https://github.com/mariogeiger/nequip-jax,JAX implementation of the NequIP interatomic potential.,5,False,,,mariogeiger/nequip-jax,https://github.com/mariogeiger/nequip-jax,2023-03-08 04:18:28,2023-11-01 20:35:48.000000,2023-11-01 20:35:44,39.0,,3.0,2.0,2.0,1.0,2.0,23.0,2023-06-22 22:36:36.000,1.1.0,3.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
405,Coarse-Graining-Auto-encoders,,unsupervised,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,Implementation of coarse-graining Autoencoders.,5,False,,['single-paper'],learningmatter-mit/Coarse-Graining-Auto-encoders,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,2019-09-16 15:27:57,2019-08-16 21:39:34.000000,2019-08-16 21:39:33,14.0,,7.0,5.0,,,,21.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,FieldSchNet,,rep-learn,https://github.com/atomistic-machine-learning/field_schnet,Deep neural network for molecules in external fields.,5,False,MIT,,atomistic-machine-learning/field_schnet,https://github.com/atomistic-machine-learning/field_schnet,2020-11-18 10:26:59,2022-05-19 09:28:38.000000,2022-05-19 09:28:38,26.0,,6.0,1.0,1.0,1.0,,19.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
407,Crystalformer,,rep-learn,https://github.com/omron-sinicx/crystalformer,The official code respository for Crystalformer: Infinitely Connected Attention for Periodic Structure Encoding (ICLR..,5,True,MIT,"['transformer', 'single-paper']",omron-sinicx/crystalformer,https://github.com/omron-sinicx/crystalformer,2024-03-15 00:33:16,2025-03-08 08:05:09.000000,2025-03-08 08:05:09,7.0,3.0,1.0,4.0,,1.0,2.0,17.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
408,SCFNN,,rep-learn,https://github.com/andy90/SCFNN,Self-consistent determination of long-range electrostatics in neural network potentials.,5,False,MIT,"['lang-cpp', 'electrostatics', 'single-paper']",andy90/SCFNN,https://github.com/andy90/SCFNN,2021-09-22 12:02:00,2022-01-30 02:29:03.000000,2022-01-24 09:40:40,10.0,,8.0,2.0,,,,15.0,2022-01-30 02:29:04.000,1.0.0,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
409,InfGCN for Electron Density Estimation,,ml-dft,https://github.com/ccr-cheng/InfGCN-pytorch,Official implementation of the NeurIPS 23 spotlight paper of InfGCN.,5,False,MIT,"['rep-learn', 'neural-operator']",ccr-cheng/infgcn-pytorch,https://github.com/ccr-cheng/InfGCN-pytorch,2023-10-01 21:21:40,2023-12-05 01:31:19.000000,2023-12-05 01:31:14,3.0,,3.0,1.0,,,3.0,15.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
410,CraTENet,,rep-learn,https://github.com/lantunes/CraTENet,An attention-based deep neural network for thermoelectric transport properties.,5,False,MIT,['transport-phenomena'],lantunes/CraTENet,https://github.com/lantunes/CraTENet,2022-06-30 10:40:06,2023-04-05 01:13:22.000000,2023-04-05 01:13:11,24.0,,1.0,1.0,,2.0,,14.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
411,ACEHAL,,active-learning,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,5,False,,['lang-julia'],ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-10-01 12:19:41.000000,2023-09-21 21:50:43,121.0,,7.0,5.0,15.0,4.0,6.0,12.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,QMLearn,,ml-esm,http://qmlearn.rutgers.edu/,Quantum Machine Learning by learning one-body reduced density matrices in the AO basis...,5,False,MIT,,,,2022-02-15 13:42:13,2022-02-15 13:42:13.000000,,,,4.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,pavanello-research-group/qmlearn,https://gitlab.com/pavanello-research-group/qmlearn,,,
413,EGraFFBench,,rep-learn,https://github.com/M3RG-IITD/MDBENCHGNN,,5,False,,"['single-paper', 'benchmarking', 'ml-iap']",M3RG-IITD/MDBENCHGNN,https://github.com/M3RG-IITD/MDBENCHGNN,2023-07-06 18:15:34,2023-11-19 05:16:12.000000,2023-11-19 05:14:44,161.0,,,,,4.0,,11.0,2023-07-16 05:46:38.000,0.1.0,1.0,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,TensorPotential,,ml-iap,https://cortner.github.io/ACEweb/software/,"Tensorpotential is a TensorFlow based tool for development, fitting ML interatomic potentials from electronic..",5,True,https://github.com/ICAMS/TensorPotential/blob/main/LICENSE.md,,ICAMS/TensorPotential,https://github.com/ICAMS/TensorPotential,2021-12-08 12:10:04,2024-09-12 10:19:56.000000,2024-09-12 10:19:56,22.0,,5.0,1.0,2.0,,,10.0,,,,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,GN-MM,,ml-iap,https://gitlab.com/zaverkin_v/gmnn,The Gaussian Moment Neural Network (GM-NN) package developed for large-scale atomistic simulations employing atomistic..,5,False,MIT,"['active-learning', 'md', 'rep-eng', 'magnetism']",,,2021-09-19 15:56:31,2021-09-19 15:56:31.000000,,,,4.0,,,,,10.0,,,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,zaverkin_v/gmnn,https://gitlab.com/zaverkin_v/gmnn,,,
416,Cephalo,,language-models,https://github.com/lamm-mit/Cephalo,Multimodal Vision-Language Models for Bio-Inspired Materials Analysis and Design.,5,True,Apache-2.0,"['generative', 'multimodal', 'pretrained']",lamm-mit/Cephalo,https://github.com/lamm-mit/Cephalo,2024-05-28 12:29:13,2024-07-23 09:27:58.000000,2024-07-23 09:27:57,24.0,,1.0,1.0,,,,10.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
417,MAPI_LLM,,language-models,https://github.com/maykcaldas/MAPI_LLM,A LLM application developed during the LLM March MADNESS Hackathon https://doi.org/10.1039/D3DD00113J.,5,True,MIT,"['ai-agent', 'dataset']",maykcaldas/MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,2023-03-30 04:24:54,2024-04-20 03:16:17.000000,2024-04-11 22:22:28,31.0,,2.0,1.0,7.0,,,9.0,2023-06-29 18:48:44.000,0.0.1,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,soap_turbo,,rep-eng,https://github.com/libAtoms/soap_turbo,soap_turbo comprises a series of libraries to be used in combination with QUIP/GAP and TurboGAP.,5,False,https://github.com/libAtoms/soap_turbo/blob/master/LICENSE.md,['lang-fortran'],libAtoms/soap_turbo,https://github.com/libAtoms/soap_turbo,2021-03-19 15:20:25,2024-09-04 11:20:17.000000,2023-05-24 09:42:00,36.0,,8.0,7.0,1.0,5.0,3.0,7.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,gkx: Green-Kubo Method in JAX,,rep-learn,https://github.com/sirmarcel/gkx,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,5,False,MIT,['transport-phenomena'],sirmarcel/gkx,https://github.com/sirmarcel/gkx,2023-04-30 12:25:16,2025-02-19 15:56:12.000000,2024-03-20 09:05:14,3.0,,,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,MXenes4HER,,rep-eng,https://github.com/cnislab/MXenes4HER,Predicting hydrogen evolution (HER) activity over 4500 MXene materials https://doi.org/10.1039/D3TA00344B.,5,False,GPL-3.0,"['materials-discovery', 'catalysis', 'scikit-learn', 'single-paper']",cnislab/MXenes4HER,https://github.com/cnislab/MXenes4HER,2022-11-28 09:27:36,2023-02-27 18:08:05.000000,2023-02-27 18:08:05,67.0,,4.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
