,name,resource,category,homepage,description,projectrank,show,license,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,recent_commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,github_release_downloads,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
376,SA-GPR,,rep-eng,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,6,True,LGPL-3.0,['lang-c'],dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2025-02-03 12:26:26.000,2025-02-03 12:26:26,28.0,16.0,3.0,11.0,4.0,5.0,22.0,2020-12-17 16:51:47.000,2020.0,1.0,6.0,,,,,,,,,,0.0,,,,3.0,,,,,,,,16.0,,,,,,,,,,,,,
377,EquivariantOperators.jl,,math,https://github.com/aced-differentiate/EquivariantOperators.jl,This package is deprecated. Functionalities are migrating to Porcupine.jl.,6,False,MIT,['lang-julia'],aced-differentiate/EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,2021-11-29 03:36:21,2023-09-27 18:34:44.000,2023-09-27 18:34:44,62.0,,4.0,,,,18.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
378,DeepModeling Tutorials,,educational,https://github.com/deepmodeling/tutorials,Tutorials for DeepModeling projects.,6,True,,,deepmodeling/tutorials,https://github.com/deepmodeling/tutorials,2022-03-07 06:19:19,2025-04-03 06:16:39.000,2025-04-03 06:16:39,146.0,23.0,4.0,68.0,1.0,3.0,16.0,,,,12.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
379,SciGlass,,datasets,https://github.com/drcassar/SciGlass,The database contains a vast set of data on the properties of glass materials.,6,False,MIT,,drcassar/SciGlass,https://github.com/drcassar/SciGlass,2019-06-19 19:36:32,2023-08-27 13:46:44.000,2023-08-27 13:46:44,28.0,4.0,,,,,15.0,2023-08-27 13:48:09.000,2.0.1,1.0,2.0,,,,,,,,,,1.0,,,,3.0,,,,,,,,56.0,,,,,,,,,,,,,
380,BERT-PSIE-TC,,language-models,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,6,False,MIT,['magnetism'],StefanoSanvitoGroup/BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,2023-01-25 10:27:26,2023-08-18 11:47:45.000,2023-08-18 12:48:31,36.0,6.0,,,,,15.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
381,charge-density-models,,ml-dft,https://github.com/ulissigroup/charge-density-models,Tools to build charge density models using [fairchem](https://github.com/FAIR-Chem/fairchem).,6,False,MIT,['rep-learn'],ulissigroup/charge-density-models,https://github.com/ulissigroup/charge-density-models,2022-06-22 13:47:53,2023-11-29 15:07:42.000,2023-11-29 15:07:42,96.0,4.0,1.0,16.0,1.0,3.0,15.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
382,rxngenerator,,generative,https://github.com/tsudalab/rxngenerator,A generative model for molecular generation via multi-step chemical reactions.,6,False,MIT,,tsudalab/rxngenerator,https://github.com/tsudalab/rxngenerator,2021-06-18 07:44:53,2024-07-24 05:27:21.000,2022-08-09 07:21:05,16.0,4.0,8.0,2.0,1.0,,14.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
383,CatGym,,reinforcement-learning,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,6,False,GPL,,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000,2021-08-30 17:05:32,162.0,2.0,3.0,,2.0,,13.0,,,,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
384,ML for catalysis tutorials,,educational,https://github.com/ulissigroup/ml_catalysis_tutorials,A jupyter book repo for tutorial on how to use OCP ML models for catalysis.,6,False,MIT,,ulissigroup/ml_catalysis_tutorials,https://github.com/ulissigroup/ml_catalysis_tutorials,2022-10-28 20:37:30,2022-10-31 18:06:07.000,2022-10-31 17:49:25,40.0,1.0,3.0,,,,11.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
385,testing-framework,,ml-iap,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,,['benchmarking'],libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000,2022-02-10 17:23:46,225.0,8.0,14.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
386,PANNA,,ml-iap,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,6,False,MIT,['benchmarking'],,,2018-11-09 10:47:48,2018-11-09 10:47:48.000,,,10.0,,,,,11.0,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,,
387,MLXDM,,ml-iap,https://github.com/RowleyGroup/MLXDM,A Neural Network Potential with Rigorous Treatment of Long-Range Dispersion https://doi.org/10.1039/D2DD00150K.,6,True,MIT,['long-range'],RowleyGroup/MLXDM,https://github.com/RowleyGroup/MLXDM,2022-05-03 17:47:26,2025-03-12 18:47:57.000,2025-03-12 18:47:53,55.0,2.0,3.0,,,,9.0,,,,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
388,COSMO Toolbox,,math,https://github.com/lab-cosmo/toolbox,Assorted libraries and utilities for atomistic simulation analysis.,6,False,,['lang-cpp'],lab-cosmo/toolbox,https://github.com/lab-cosmo/toolbox,2014-05-20 11:23:13,2024-03-19 13:27:28.000,2024-03-19 13:27:02,107.0,7.0,26.0,1.0,,,8.0,,,,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
389,COSMO tools,,others,https://github.com/lab-cosmo/cosmo-tools,"Scripts, jupyter nbs, and general helpful stuff from COSMO by COSMO.",6,True,,,lab-cosmo/cosmo-tools,https://github.com/lab-cosmo/cosmo-tools,2018-11-06 09:40:00,2026-02-10 19:49:45.000,2026-02-10 19:49:25,69.0,6.0,22.0,,,,8.0,,,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,
390,fplib,,rep-eng,https://github.com/Rutgers-ZRG/libfp,libfp is a library for calculating crystalline fingerprints and measuring similarities of materials.,6,True,MIT,"['lang-c', 'single-paper']",zhuligs/fplib,https://github.com/Rutgers-ZRG/libfp,2015-09-07 08:18:27,2025-09-22 18:24:38.000,2025-09-22 18:24:28,64.0,1.0,2.0,1.0,,3.0,8.0,2024-09-26 20:12:39.000,3.1.2,3.0,2.0,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,Rutgers-ZRG/libfp,,,,,,,,,,,,,,
391,CHIPS-FF,,uip,https://github.com/usnistgov/chipsff,Evaluation of universal machine learning force-fields https://doi.org/10.1021/acsmaterialslett.5c00093.,6,True,https://github.com/usnistgov/chipsff/blob/main/LICENSE.rst,"['benchmarking', 'structure-optimization', 'md', 'materials-discovery', 'transport-phenomena']",usnistgov/chipsff,https://github.com/usnistgov/chipsff,2024-04-02 17:22:32,2025-07-08 19:57:15.000,2025-02-06 21:18:44,213.0,,,12.0,1.0,1.0,8.0,2024-12-11 23:18:42.000,2024.11.30,1.0,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
392,SOAPxx,,rep-eng,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,GPL-2.0,['lang-cpp'],capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000,2020-03-27 13:47:36,289.0,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
393,Equisolve,,general-tool,https://github.com/lab-cosmo/equisolve,A ML toolkit package utilizing the metatensor data format to build models for the prediction of equivariant properties..,6,False,BSD-3-Clause,['ml-iap'],lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-10-27 10:03:59.000,2023-10-27 09:55:17,55.0,1.0,15.0,43.0,19.0,4.0,5.0,,,,6.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
394,cnine,,math,https://github.com/risi-kondor/cnine,Cnine tensor library.,6,True,,['lang-cpp'],risi-kondor/cnine,https://github.com/risi-kondor/cnine,2022-10-07 20:54:54,2025-12-27 21:33:58.000,2025-12-27 21:33:57,569.0,4.0,1.0,11.0,1.0,1.0,5.0,,,,8.0,,,13.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,https://risi-kondor.github.io/cnine/
395,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",6,False,GPL-3.0,,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000,2023-06-26 12:48:15,157.0,14.0,2.0,1.0,,,4.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
396,KSR-DFT,,ml-dft,https://github.com/pedersor/ksr_dft,Kohn-Sham regularizer for machine-learned DFT functionals.,6,False,Apache-2.0,,pedersor/ksr_dft,https://github.com/pedersor/ksr_dft,2023-03-01 17:24:48,2023-03-04 07:20:22.000,2023-03-04 07:20:18,466.0,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
397,pyLODE,,rep-eng,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,Apache-2.0,['electrostatics'],ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000,2023-07-05 09:57:14,241.0,1.0,2.0,,1.0,,3.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
398,ML4pXRDs,,rep-learn,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,6,False,MIT,"['xrd', 'single-paper']",aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000,2023-07-14 08:17:04,1320.0,1.0,2.0,,,,3.0,2023-03-22 11:04:31.000,1.0,1.0,,,,,,,,,,,0.0,,,,3.0,,,,,,,,8.0,,,,,,,,,,,,,
399,BPNET,,ml-iap,https://github.com/cometscome/BPNET,Fast Behler-Parrinello type neural networks in Fortran2008.,6,False,MIT,"['rep-eng', 'lang-fortran']",cometscome/BPNET,https://github.com/cometscome/BPNET,2025-02-07 01:05:45,2025-05-12 07:31:55.000,2025-05-12 07:31:55,18.0,,1.0,,,,3.0,2025-02-07 06:54:49.000,0.0.2,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
400,ACE1Pack.jl,,ml-iap,https://github.com/ACEsuit/ACE1pack.jl,"Provides convenience functionality for the usage of ACE1.jl, ACEfit.jl, JuLIP.jl for fitting interatomic potentials..",6,False,MIT,['lang-julia'],ACEsuit/ACE1pack.jl,https://github.com/ACEsuit/ACE1pack.jl,2023-08-21 16:25:00,2023-08-21 16:30:19.000,2023-08-21 15:48:54,547.0,,,,,,1.0,,,,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,https://acesuit.github.io/ACE1pack.jl
401,AMP,,rep-eng,https://bitbucket.org/andrewpeterson/amp/,Amp is an open-source package designed to easily bring machine-learning to atomistic calculations.,6,False,,,,,,2023-01-25 17:30:41.112,,,25.0,,,,,,2023-01-25 17:30:41.112,1.0.1,3.0,,amp-atomistics,,,,,https://pypi.org/project/amp-atomistics,2023-01-25 17:30:41.112,,50.0,50.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,https://amp.readthedocs.io/
402,crystal-text-llm,,language-models,https://github.com/facebookresearch/crystal-text-llm,Large language models to generate stable crystals.,5,False,CC-BY-NC-4.0,['materials-discovery'],facebookresearch/crystal-text-llm,https://github.com/facebookresearch/crystal-text-llm,2024-02-05 22:29:12,2024-06-18 17:10:52.000,2024-06-18 17:10:52,13.0,25.0,2.0,3.0,12.0,2.0,117.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
403,MAGUS,,materials-discovery,https://gitlab.com/bigd4/magus,Machine learning And Graph theory assisted Universal structure Searcher.,5,False,,"['structure-prediction', 'active-learning']",,,2023-01-31 09:00:23,2023-01-31 09:00:23.000,,,23.0,,,,,102.0,,,0.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,bigd4/magus,https://gitlab.com/bigd4/magus,,
404,AI4Science101,,educational,https://github.com/deepmodeling/AI4Science101,AI for Science.,5,False,,,deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,2022-06-19 02:26:48,2024-04-11 02:15:55.000,2022-09-04 02:06:18,139.0,16.0,8.0,29.0,1.0,1.0,100.0,,,,5.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
405,LapNet,,ml-wft,https://github.com/bytedance/LapNet,Efficient and Accurate Neural-Network Ansatz for Quantum Monte Carlo.,5,False,Apache-2.0,,bytedance/LapNet,https://github.com/bytedance/LapNet,2023-11-13 08:19:53,2024-12-04 05:37:32.000,2024-12-04 05:37:32,9.0,12.0,1.0,4.0,,1.0,72.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,The Perovskite Database Project,,datasets,https://github.com/Jesperkemist/perovskitedatabase,"Perovskite Database Project aims at making all perovskite device data, both past and future, available in a form..",5,False,,['community'],Jesperkemist/perovskitedatabase,https://github.com/Jesperkemist/perovskitedatabase,2021-01-17 14:26:45,2024-03-07 11:09:21.000,2024-03-07 11:09:17,44.0,25.0,2.0,7.0,1.0,,70.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
407,Joint Multidomain Pre-Training (JMP),,uip,https://github.com/facebookresearch/JMP,Code for From Molecules to Materials Pre-training Large Generalizable Models for Atomic Property Prediction.,5,False,CC-BY-NC-4.0,"['pretrained', 'ml-iap', 'general-tool']",facebookresearch/JMP,https://github.com/facebookresearch/JMP,2024-03-14 23:10:10,2024-10-22 22:29:40.000,2024-10-22 22:29:36,3.0,7.0,3.0,1.0,2.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
408,MACE-tutorials,,educational,https://github.com/ACEsuit/mace-tutorials,Another set of tutorials for the MACE interatomic potential by one of the authors.,5,True,MIT,"['ml-iap', 'rep-learn', 'md']",ilyes319/mace-tutorials,https://github.com/ACEsuit/mace-tutorials,2023-09-11 18:09:18,2026-01-22 15:58:42.000,2026-01-22 15:58:41,8.0,14.0,3.0,,,1.0,52.0,,,,2.0,,,1.0,,,,,,,,,,,3.0,,,,,,,ACEsuit/mace-tutorials,,,,,,,,,,,,,,
409,xDeepH,,ml-dft,https://github.com/mzjb/xDeepH,Extended DeepH (xDeepH) method for magnetic materials.,5,False,LGPL-3.0,"['magnetism', 'lang-julia']",mzjb/xDeepH,https://github.com/mzjb/xDeepH,2023-02-23 12:56:49,2023-06-14 11:44:53.000,2023-06-14 11:44:46,4.0,6.0,3.0,,3.0,,40.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
410,SciBot,,language-models,https://github.com/CFN-softbio/SciBot,SciBot is a simple demo of building a domain-specific chatbot for science.,5,False,,['ai-agent'],CFN-softbio/SciBot,https://github.com/CFN-softbio/SciBot,2023-06-12 12:41:44,2024-09-03 15:21:15.000,2024-09-03 15:20:54,23.0,9.0,6.0,,,,31.0,,,,1.0,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
411,Autobahn,,rep-learn,https://github.com/risilab/Autobahn,Repository for Autobahn: Automorphism Based Graph Neural Networks.,5,False,MIT,,risilab/Autobahn,https://github.com/risilab/Autobahn,2021-03-02 01:14:40,2022-03-01 21:04:09.000,2022-03-01 21:04:04,11.0,2.0,4.0,,,,30.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,https://github.com/Minoru938/CSPML,Original implementation of CSPML.,5,False,MIT,['structure-prediction'],minoru938/cspml,https://github.com/Minoru938/CSPML,2022-01-15 10:59:27,2024-12-22 20:28:39.000,2024-12-22 20:28:39,27.0,8.0,1.0,,2.0,1.0,29.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
413,glp,,ml-iap,https://github.com/sirmarcel/glp,tools for graph-based machine-learning potentials in jax.,5,False,MIT,,sirmarcel/glp,https://github.com/sirmarcel/glp,2023-03-27 15:19:40,2024-04-09 12:06:56.000,2024-03-20 09:00:27,11.0,5.0,1.0,3.0,1.0,,26.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,NequIP-JAX,,ml-iap,https://github.com/mariogeiger/nequip-jax,JAX implementation of the NequIP interatomic potential.,5,False,,,mariogeiger/nequip-jax,https://github.com/mariogeiger/nequip-jax,2023-03-08 04:18:28,2023-11-01 20:35:48.000,2023-11-01 20:35:44,39.0,3.0,2.0,2.0,2.0,2.0,23.0,2023-06-22 22:36:36.000,1.1.0,3.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,LAM Crystal Philately competition 2024,,community,https://bohrium.dp.tech/competitions/8821838186,OpenLAM Challenge crystal structure prediction https://arxiv.org/abs/2501.16358.,5,True,LGPL-2.1,"['single-paper', 'datasets', 'structure-prediction', 'materials-discovery', 'ml-iap', 'uip']",deepmodeling/openlam,https://github.com/deepmodeling/openlam,2024-04-22 06:31:11,2025-02-10 03:36:17.000,2025-02-10 03:36:17,33.0,5.0,9.0,11.0,,1.0,22.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
416,Allegro-Legato,,ml-iap,https://github.com/ibayashi-hikaru/allegro-legato,An extension of Allegro with enhanced robustness and time-to-failure.,5,False,MIT,['md'],ibayashi-hikaru/allegro-legato,https://github.com/ibayashi-hikaru/allegro-legato,2023-01-17 19:46:10,2023-08-03 22:25:11.000,2023-08-03 22:24:35,82.0,1.0,1.0,,,,21.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
417,CraTENet,,rep-learn,https://github.com/lantunes/CraTENet,An attention-based deep neural network for thermoelectric transport properties.,5,False,MIT,['transport-phenomena'],lantunes/CraTENet,https://github.com/lantunes/CraTENet,2022-06-30 10:40:06,2023-04-05 01:13:22.000,2023-04-05 01:13:11,24.0,1.0,1.0,,2.0,,17.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,thermo,,probabilistic,https://github.com/janosh/thermo,Data-driven risk-conscious thermoelectric materials discovery.,5,True,MIT,"['materials-discovery', 'experimental-data', 'active-learning', 'transport-phenomena']",janosh/thermo,https://github.com/janosh/thermo,2019-07-30 16:27:10,2025-11-12 14:47:48.000,2025-11-12 14:47:47,83.0,4.0,1.0,22.0,,4.0,17.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
419,InfGCN for Electron Density Estimation,,ml-dft,https://github.com/ccr-cheng/InfGCN-pytorch,Official implementation of the NeurIPS 23 spotlight paper of InfGCN.,5,False,MIT,"['rep-learn', 'neural-operator']",ccr-cheng/infgcn-pytorch,https://github.com/ccr-cheng/InfGCN-pytorch,2023-10-01 21:21:40,2023-12-05 01:31:19.000,2023-12-05 01:31:14,3.0,5.0,1.0,,,3.0,16.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,ACEHAL,,active-learning,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,5,False,,['lang-julia'],ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-10-01 12:19:41.000,2023-09-21 21:50:43,121.0,7.0,4.0,15.0,4.0,6.0,15.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
421,SCFNN,,rep-learn,https://github.com/andy90/SCFNN,Self-consistent determination of long-range electrostatics in neural network potentials.,5,False,MIT,"['lang-cpp', 'electrostatics', 'single-paper']",andy90/SCFNN,https://github.com/andy90/SCFNN,2021-09-22 12:02:00,2022-01-30 02:29:03.000,2022-01-24 09:40:40,10.0,7.0,2.0,,,,15.0,2022-01-30 02:29:04.000,1.0.0,1.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
422,TensorPotential,,ml-iap,https://cortner.github.io/ACEweb/software/,"Tensorpotential is a TensorFlow based tool for development, fitting ML interatomic potentials from electronic..",5,False,https://github.com/ICAMS/TensorPotential/blob/main/LICENSE.md,,ICAMS/TensorPotential,https://github.com/ICAMS/TensorPotential,2021-12-08 12:10:04,2024-09-12 10:19:56.000,2024-09-12 10:19:56,22.0,9.0,1.0,2.0,1.0,,13.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,QMLearn,,ml-esm,http://qmlearn.rutgers.edu/,Quantum Machine Learning by learning one-body reduced density matrices in the AO basis...,5,False,MIT,,,,2022-02-15 13:42:13,2022-02-15 13:42:13.000,,,4.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,pavanello-research-group/qmlearn,https://gitlab.com/pavanello-research-group/qmlearn,,
424,Cephalo,,language-models,https://github.com/lamm-mit/Cephalo,Multimodal Vision-Language Models for Bio-Inspired Materials Analysis and Design.,5,False,Apache-2.0,"['generative', 'multimodal', 'pretrained']",lamm-mit/Cephalo,https://github.com/lamm-mit/Cephalo,2024-05-28 12:29:13,2024-07-23 09:27:58.000,2024-07-23 09:27:57,24.0,1.0,1.0,,,,12.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,GN-MM,,ml-iap,https://gitlab.com/zaverkin_v/gmnn,The Gaussian Moment Neural Network (GM-NN) package developed for large-scale atomistic simulations employing atomistic..,5,False,MIT,"['active-learning', 'md', 'rep-eng', 'magnetism']",,,2021-09-19 15:56:31,2021-09-19 15:56:31.000,,,4.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,zaverkin_v/gmnn,https://gitlab.com/zaverkin_v/gmnn,,
426,GDB-9-Ex9 and ORNL_AISD-Ex,,datasets,https://github.com/ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,Distributed computing workflow for generation and analysis of large scale molecular datasets obtained running multi-..,5,True,,,ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,https://github.com/ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,2023-01-06 18:09:54,2025-03-12 21:52:10.000,2025-03-12 21:52:10,59.0,6.0,5.0,16.0,2.0,,10.0,,,,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
427,MAPI_LLM,,language-models,https://github.com/maykcaldas/MAPI_LLM,A LLM application developed during the LLM March MADNESS Hackathon https://doi.org/10.1039/D3DD00113J.,5,False,MIT,"['ai-agent', 'dataset']",maykcaldas/MAPI_LLM,https://github.com/maykcaldas/MAPI_LLM,2023-03-30 04:24:54,2024-04-20 03:16:17.000,2024-04-11 22:22:28,31.0,2.0,1.0,7.0,,,9.0,2023-06-29 18:48:44.000,0.0.1,1.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
428,gkx: Green-Kubo Method in JAX,,rep-learn,https://github.com/sirmarcel/gkx,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,5,False,MIT,['transport-phenomena'],sirmarcel/gkx,https://github.com/sirmarcel/gkx,2023-04-30 12:25:16,2025-02-19 15:56:12.000,2024-03-20 09:05:14,3.0,3.0,1.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
429,MolSLEPA,,generative,https://github.com/tsudalab/MolSLEPA,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,5,False,MIT,['xai'],tsudalab/MolSLEPA,https://github.com/tsudalab/MolSLEPA,2023-04-10 15:04:55,2023-04-13 12:48:49.000,2023-04-13 12:48:49,11.0,1.0,8.0,2.0,,,7.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
430,MUSE,,md,https://github.com/chiang-yuan/muse,A python package for fast building amorphous solids and liquid mixtures from @materialsproject computed structures and..,5,True,MIT,"['ml-iap', 'defects-disorder']",chiang-yuan/muse,https://github.com/chiang-yuan/muse,2023-07-29 00:36:06,2025-05-15 22:01:45.000,2025-05-15 22:01:41,59.0,1.0,1.0,9.0,2.0,,7.0,2024-09-18 01:32:57.000,0.1.1,1.0,2.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
431,q-pac,,ml-esm,https://gitlab.com/jmargraf/qpac,Kernel charge equilibration method.,5,False,MIT,['electrostatics'],,,2020-11-15 20:11:27,2020-11-15 20:11:27.000,,,4.0,,,2.0,,6.0,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,jmargraf/qpac,https://gitlab.com/jmargraf/qpac,,
432,MXenes4HER,,rep-eng,https://github.com/cnislab/MXenes4HER,Predicting hydrogen evolution (HER) activity over 4500 MXene materials https://doi.org/10.1039/D3TA00344B.,5,False,GPL-3.0,"['materials-discovery', 'catalysis', 'scikit-learn', 'single-paper']",cnislab/MXenes4HER,https://github.com/cnislab/MXenes4HER,2022-11-28 09:27:36,2023-02-27 18:08:05.000,2023-02-27 18:08:05,67.0,4.0,1.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
433,Visual Graph Datasets,,datasets,https://github.com/aimat-lab/visual_graph_datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,5,True,MIT,"['xai', 'rep-learn']",aimat-lab/visual_graph_datasets,https://github.com/aimat-lab/visual_graph_datasets,2023-06-01 11:33:18,2025-09-25 11:50:41.000,2025-09-25 11:50:23,60.0,3.0,2.0,,1.0,,5.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
