,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitlab_id,gitlab_url,docs_url,ignore
155,Crystal Graph Convolutional Neural Networks (CGCNN),,rep-learn,MIT,https://github.com/txie-93/cgcnn,Crystal graph convolutional neural networks for predicting material properties.,12,False,,txie-93/cgcnn,https://github.com/txie-93/cgcnn,2018-03-14 20:41:21,2021-09-06 05:23:51.000000,2021-09-06 05:23:38,25.0,,277.0,23.0,7.0,18.0,20.0,640.0,,,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
156,mat2vec,,language-models,MIT,https://github.com/materialsintelligence/mat2vec,Supplementary Materials for Tshitoyan et al. Unsupervised word embeddings capture latent knowledge from materials..,12,False,['rep-learn'],materialsintelligence/mat2vec,https://github.com/materialsintelligence/mat2vec,2019-04-25 07:55:30,2023-05-06 22:45:49.000000,2023-05-06 22:45:49,55.0,,174.0,40.0,7.0,6.0,18.0,617.0,,,,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
157,Geometric GNN Dojo,,educational,MIT,https://github.com/chaitjo/geometric-gnn-dojo/blob/main/geometric_gnn_101.ipynb,"New to geometric GNNs: try our practical notebook, prepared for MPhil students at the University of Cambridge.",12,False,['rep-learn'],chaitjo/geometric-gnn-dojo,https://github.com/chaitjo/geometric-gnn-dojo,2023-01-21 20:08:45,2024-05-22 11:06:03.000000,2023-06-18 23:17:32,26.0,,41.0,10.0,5.0,3.0,6.0,466.0,2023-06-18 23:20:44.000,0.2.0,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
158,DeepLearningLifeSciences,,educational,MIT,https://github.com/deepchem/DeepLearningLifeSciences,Example code from the book Deep Learning for the Life Sciences.,12,False,,deepchem/DeepLearningLifeSciences,https://github.com/deepchem/DeepLearningLifeSciences,2019-02-05 17:16:18,2021-09-17 05:10:37.000000,2021-09-17 05:10:37,52.0,,151.0,25.0,15.0,11.0,10.0,350.0,2019-10-28 18:46:28.000,1.0,1.0,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
159,TensorMol,,ml-iap,GPL-3.0,https://github.com/jparkhill/TensorMol,Tensorflow + Molecules = TensorMol.,12,False,['single-paper'],jparkhill/TensorMol,https://github.com/jparkhill/TensorMol,2016-10-28 19:40:11,2021-02-11 00:12:00.000000,2018-03-30 12:26:14,1724.0,,74.0,45.0,8.0,18.0,19.0,271.0,2017-11-08 18:05:50.000,0.1,1.0,12.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
160,DeepH-pack,,ml-dft,LGPL-3.0,https://github.com/mzjb/DeepH-pack,Deep neural networks for density functional theory Hamiltonian.,12,True,['lang-julia'],mzjb/DeepH-pack,https://github.com/mzjb/DeepH-pack,2022-05-13 02:51:32,2024-10-07 10:24:16.000000,2024-10-07 10:24:16,68.0,2.0,44.0,7.0,18.0,13.0,38.0,227.0,2023-07-11 08:13:06.000,0.2.2,2.0,8.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
161,ANI-1,,ml-iap,MIT,https://github.com/isayev/ASE_ANI,ANI-1 neural net potential with python interface (ASE).,12,True,,isayev/ASE_ANI,https://github.com/isayev/ASE_ANI,2016-12-08 05:09:32,2024-03-11 21:50:26.000000,2024-03-11 21:50:26,112.0,,55.0,33.0,9.0,16.0,21.0,220.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
162,PiNN,,ml-iap,BSD-3-Clause,https://github.com/Teoroo-CMC/PiNN,A Python library for building atomic neural networks.,12,True,,Teoroo-CMC/PiNN,https://github.com/Teoroo-CMC/PiNN,2019-10-04 08:13:18,2024-08-02 06:55:47.000000,2024-06-27 11:23:15,160.0,,32.0,6.0,15.0,1.0,5.0,106.0,2019-10-09 09:21:30.000,0.3.0,1.0,5.0,,,,,,,,,4.0,,,,2.0,teoroo/pinn,https://hub.docker.com/r/teoroo/pinn,2024-06-27 11:32:07.538231,,246.0,,,,,,,,,,,,,,,,
163,NIST ChemNLP,,language-models,MIT,https://github.com/usnistgov/chemnlp,ChemNLP: A Natural Language Processing based Library for Materials Chemistry Text Data.,12,True,['literature-data'],usnistgov/chemnlp,https://github.com/usnistgov/chemnlp,2022-08-10 11:43:44,2024-08-19 19:40:05.000000,2024-08-19 19:40:04,81.0,1.0,16.0,9.0,15.0,1.0,,71.0,2023-08-07 12:49:57.000,2023.7.1,6.0,2.0,chemnlp,,5.0,4.0,https://pypi.org/project/chemnlp,2023-08-07 12:49:57.000,1.0,417.0,417.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
164,hippynn,,rep-learn,https://github.com/lanl/hippynn/blob/main/LICENSE.txt,https://github.com/lanl/hippynn,python library for atomistic machine learning.,12,True,['workflows'],lanl/hippynn,https://github.com/lanl/hippynn,2021-11-17 00:45:13,2024-10-09 18:50:43.000000,2024-10-09 18:48:51,162.0,23.0,23.0,9.0,90.0,6.0,12.0,68.0,2024-01-29 22:04:53.000,hippynn-0.0.3,3.0,14.0,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
165,Neural fingerprint (nfp),,rep-learn,https://github.com/NREL/nfp/blob/master/LICENSE,https://github.com/NREL/nfp,Keras layers for end-to-end learning with rdkit and pymatgen.,12,False,,NREL/nfp,https://github.com/NREL/nfp,2018-11-20 23:55:23,2024-02-24 20:11:49.000000,2022-06-14 22:18:28,143.0,,27.0,7.0,19.0,2.0,6.0,57.0,2022-04-27 17:05:25.000,0.3.12,13.0,4.0,,,14.0,14.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
166,SchNetPack G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/schnetpack-gschnet,G-SchNet extension for SchNetPack.,12,True,,atomistic-machine-learning/schnetpack-gschnet,https://github.com/atomistic-machine-learning/schnetpack-gschnet,2022-04-21 12:34:13,2024-09-05 10:44:55.000000,2024-09-05 10:44:55,165.0,1.0,8.0,4.0,1.0,,15.0,47.0,2024-07-03 16:43:48.000,1.1.0,3.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
167,Rascaline,,rep-eng,BSD-3-Clause,https://github.com/Luthaf/rascaline,Computing representations for atomistic machine learning.,12,True,"['lang-rust', 'lang-cpp']",Luthaf/rascaline,https://github.com/Luthaf/rascaline,2020-09-24 14:28:34,2024-10-10 14:02:24.000000,2024-10-10 13:55:50,575.0,16.0,13.0,7.0,265.0,32.0,37.0,44.0,,,,14.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
168,nlcc,,language-models,MIT,https://github.com/whitead/nlcc,Natural language computational chemistry command line interface.,12,False,['single-paper'],whitead/nlcc,https://github.com/whitead/nlcc,2021-08-19 18:23:52,2023-02-04 03:07:56.000000,2023-02-04 03:06:33,144.0,,7.0,5.0,1.0,,9.0,44.0,2023-02-04 03:11:01.949,0.6.0,10.0,3.0,nlcc,,2.0,2.0,https://pypi.org/project/nlcc,2022-12-07 05:07:49.878,,496.0,496.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
169,cmlkit,,rep-eng,MIT,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,12,False,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,34.0,,,25.0,1.0,cmlkit,,7.0,6.0,https://pypi.org/project/cmlkit,2022-03-25 22:27:16.000,1.0,1922.0,1922.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
170,FAENet,,rep-learn,MIT,https://github.com/vict0rsch/faenet,Frame Averaging Equivariant GNN for materials modeling.,12,True,,vict0rsch/faenet,https://github.com/vict0rsch/faenet,2023-02-10 22:10:27,2023-10-12 08:46:26.000000,2023-10-12 08:46:22,125.0,,2.0,3.0,5.0,,,33.0,2023-09-12 04:00:49.000,0.1.2,3.0,3.0,faenet,,3.0,3.0,https://pypi.org/project/faenet,2023-09-14 21:06:36.000,,296.0,296.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
171,CBFV,,rep-eng,,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,12,False,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,6.0,4.0,7.0,5.0,5.0,25.0,2021-10-24 17:22:06.000,1.1.0,3.0,3.0,CBFV,,14.0,14.0,https://pypi.org/project/CBFV,2021-10-24 17:22:06.000,,308.0,308.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
172,BenchML,,rep-eng,Apache-2.0,https://github.com/capoe/benchml,ML benchmarking and pipeling framework.,12,False,['benchmarking'],capoe/benchml,https://github.com/capoe/benchml,2020-04-28 13:26:29,2023-05-24 15:13:06.000000,2023-05-24 15:04:57,341.0,,6.0,5.0,9.0,3.0,10.0,15.0,2022-07-14 08:49:29.365,0.3.4,3.0,9.0,benchml,,,,https://pypi.org/project/benchml,2022-07-14 08:49:29.365,,427.0,427.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
173,CCS_fit,,ml-iap,GPL-3.0,https://github.com/Teoroo-CMC/CCS,Curvature Constrained Splines.,12,True,,Teoroo-CMC/CCS,https://github.com/Teoroo-CMC/CCS,2021-12-13 14:29:53,2024-05-14 08:53:09.000000,2024-02-16 09:31:25,762.0,,11.0,3.0,13.0,8.0,6.0,8.0,2024-02-16 09:31:34.000,0.22.5,100.0,8.0,ccs_fit,,,,https://pypi.org/project/ccs_fit,2024-02-16 09:31:34.000,,5705.0,5733.0,,,,2.0,,,,,,649.0,,,,,,,,,,,,,,,
174,ACEfit,,ml-iap,MIT,https://github.com/ACEsuit/ACEfit.jl,,12,True,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2024-09-14 11:29:30.000000,2024-09-14 11:17:37,266.0,45.0,7.0,4.0,31.0,22.0,35.0,7.0,,,,8.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
175,Deep Learning for Molecules and Materials Book,,educational,https://github.com/whitead/dmol-book/blob/main/LICENSE,https://dmol.pub/,Deep learning for molecules and materials book.,11,False,,whitead/dmol-book,https://github.com/whitead/dmol-book,2020-08-19 19:24:32,2023-07-02 18:02:57.000000,2023-07-02 18:02:56,558.0,,114.0,16.0,92.0,28.0,130.0,611.0,,,,19.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
176,ReLeaSE,,reinforcement-learning,MIT,https://github.com/isayev/ReLeaSE,Deep Reinforcement Learning for de-novo Drug Design.,11,False,['drug-discovery'],isayev/ReLeaSE,https://github.com/isayev/ReLeaSE,2018-04-26 14:50:34,2021-12-08 19:49:36.000000,2021-12-08 19:49:36,160.0,,131.0,19.0,9.0,27.0,8.0,350.0,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
177,SPICE,,datasets,MIT,https://github.com/openmm/spice-dataset,A collection of QM data for training potential functions.,11,True,"['ml-iap', 'md']",openmm/spice-dataset,https://github.com/openmm/spice-dataset,2021-08-31 18:52:05,2024-08-19 16:56:05.000000,2024-08-19 16:56:05,43.0,1.0,9.0,17.0,47.0,17.0,48.0,152.0,2024-04-15 20:17:14.000,2.0.1,8.0,1.0,,,,,,,,,9.0,,,,2.0,,,,,,263.0,,,,,,,,,,,,,,,
178,ASAP,,unsupervised,MIT,https://github.com/BingqingCheng/ASAP,ASAP is a package that can quickly analyze and visualize datasets of crystal or molecular structures.,11,True,,BingqingCheng/ASAP,https://github.com/BingqingCheng/ASAP,2019-08-11 12:45:14,2024-06-27 12:53:17.000000,2024-06-27 12:53:00,763.0,,28.0,7.0,37.0,6.0,19.0,144.0,2023-08-30 13:54:23.000,1,1.0,6.0,,,7.0,7.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
179,tinker-hp,,ml-iap,https://github.com/TinkerTools/tinker-hp/blob/master/license-Tinker.pdf,https://github.com/TinkerTools/tinker-hp,Tinker-HP: High-Performance Massively Parallel Evolution of Tinker on CPUs & GPUs.,11,True,,TinkerTools/tinker-hp,https://github.com/TinkerTools/tinker-hp,2018-06-12 12:15:51,2024-09-11 10:37:13.000000,2024-09-11 10:36:50,570.0,18.0,22.0,13.0,2.0,3.0,17.0,80.0,2019-11-24 16:21:50.000,published-version-V1,1.0,12.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,jarvis-tools-notebooks,,educational,NIST,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,A Google-Colab Notebook Collection for Materials Design: https://jarvis.nist.gov/.,11,True,,JARVIS-Materials-Design/jarvis-tools-notebooks,https://github.com/JARVIS-Materials-Design/jarvis-tools-notebooks,2020-06-27 20:22:02,2024-08-14 02:50:36.000000,2024-08-14 02:50:35,753.0,40.0,26.0,4.0,47.0,,,63.0,,,,5.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
181,AMPtorch,,general-tool,GPL-3.0,https://github.com/ulissigroup/amptorch,AMPtorch: Atomistic Machine Learning Package (AMP) - PyTorch.,11,False,,ulissigroup/amptorch,https://github.com/ulissigroup/amptorch,2019-01-24 15:15:48,2023-07-16 02:11:38.000000,2023-07-16 02:08:13,759.0,,32.0,10.0,99.0,7.0,26.0,59.0,2023-07-16 02:11:38.000,1.0,3.0,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
182,SIMPLE-NN,,ml-iap,GPL-3.0,https://github.com/MDIL-SNU/SIMPLE-NN,SIMPLE-NN(SNU Interatomic Machine-learning PotentiaL packagE version Neural Network).,11,False,,MDIL-SNU/SIMPLE-NN,https://github.com/MDIL-SNU/SIMPLE-NN,2018-03-26 23:53:35,2022-01-27 05:04:05.000000,2022-01-27 05:04:05,586.0,,19.0,12.0,91.0,4.0,26.0,47.0,2021-09-23 01:41:42.000,1.1.1,9.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,NNsforMD,,ml-iap,MIT,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",11,False,,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000000,2022-11-10 13:04:45,265.0,,6.0,3.0,,,,10.0,2022-04-12 15:15:00.183,2.0.0,5.0,2.0,pyNNsMD,,2.0,2.0,https://pypi.org/project/pyNNsMD,2022-04-12 15:15:00.183,,162.0,162.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
184,fplib,,rep-eng,MIT,https://github.com/Rutgers-ZRG/libfp,libfp is a library for calculating crystalline fingerprints and measuring similarities of materials.,11,True,"['lang-c', 'single-paper']",zhuligs/fplib,https://github.com/Rutgers-ZRG/libfp,2015-09-07 08:18:27,2024-10-15 19:19:54.000000,2024-10-15 19:19:49,57.0,20.0,1.0,3.0,1.0,,3.0,7.0,2024-09-26 20:12:39.000,3.1.2,3.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,Rutgers-ZRG/libfp,,,,,,,,,,,,,,
185,pretrained-gnns,,rep-learn,MIT,https://github.com/snap-stanford/pretrain-gnns,Strategies for Pre-training Graph Neural Networks.,10,False,['pretrained'],snap-stanford/pretrain-gnns,https://github.com/snap-stanford/pretrain-gnns,2020-01-30 22:12:41,2023-07-29 06:21:39.000000,2023-07-29 06:21:39,13.0,,161.0,18.0,8.0,34.0,29.0,962.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
186,OpenChem,,general-tool,MIT,https://github.com/Mariewelt/OpenChem,OpenChem: Deep Learning toolkit for Computational Chemistry and Drug Design Research.,10,False,,Mariewelt/OpenChem,https://github.com/Mariewelt/OpenChem,2018-07-10 01:27:33,2023-11-26 05:03:36.000000,2022-04-27 19:27:40,444.0,,112.0,36.0,12.0,15.0,2.0,672.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
187,Allegro,,ml-iap,MIT,https://github.com/mir-group/allegro,Allegro is an open-source code for building highly scalable and accurate equivariant deep learning interatomic..,10,False,,mir-group/allegro,https://github.com/mir-group/allegro,2022-02-06 23:50:40,2024-10-15 03:36:13.000000,2023-05-08 21:16:45,38.0,,44.0,20.0,5.0,22.0,15.0,331.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
188,GDC,,rep-learn,MIT,https://github.com/gasteigerjo/gdc,"Graph Diffusion Convolution, as proposed in Diffusion Improves Graph Learning (NeurIPS 2019).",10,False,['generative'],gasteigerjo/gdc,https://github.com/gasteigerjo/gdc,2019-10-26 16:05:11,2023-04-26 14:22:40.000000,2023-04-26 14:22:40,28.0,,42.0,3.0,1.0,,11.0,266.0,,,,3.0,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
189,AI4Chemistry course,,educational,MIT,https://github.com/schwallergroup/ai4chem_course,"EPFL AI for chemistry course, Spring 2023. https://schwallergroup.github.io/ai4chem_course.",10,True,['chemistry'],schwallergroup/ai4chem_course,https://github.com/schwallergroup/ai4chem_course,2022-08-22 07:29:30,2024-05-02 20:41:12.000000,2024-05-02 20:41:12,232.0,,33.0,4.0,9.0,1.0,3.0,136.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
190,DeePKS-kit,,ml-dft,LGPL-3.0,https://github.com/deepmodeling/deepks-kit,a package for developing machine learning-based chemically accurate energy and density functional models.,10,True,,deepmodeling/deepks-kit,https://github.com/deepmodeling/deepks-kit,2020-07-29 03:27:50,2024-09-28 05:44:36.000000,2024-04-13 03:44:40,384.0,,35.0,14.0,46.0,5.0,14.0,100.0,,,,7.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
191,Neural-Network-Models-for-Chemistry,,community,,https://github.com/Eipgen/Neural-Network-Models-for-Chemistry,A collection of Nerual Network Models for chemistry.,10,True,['rep-learn'],Eipgen/Neural-Network-Models-for-Chemistry,https://github.com/Eipgen/Neural-Network-Models-for-Chemistry,2022-05-23 06:35:09,2024-09-20 01:25:39.000000,2024-09-20 01:25:39,216.0,8.0,12.0,3.0,22.0,1.0,1.0,84.0,2024-07-17 02:01:45.000,0.0.5,5.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
192,Grad DFT,,ml-dft,Apache-2.0,https://github.com/XanaduAI/GradDFT,GradDFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,10,True,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2024-02-13 16:05:53.000000,2024-02-13 16:05:51,419.0,,6.0,5.0,43.0,11.0,43.0,75.0,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
193,Finetuna,,active-learning,MIT,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2024-05-15 17:26:24.000000,2024-05-15 17:25:23,1200.0,,11.0,3.0,40.0,5.0,15.0,43.0,,,,11.0,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
194,pair_nequip,,md,MIT,https://github.com/mir-group/pair_nequip,LAMMPS pair style for NequIP.,10,True,"['ml-iap', 'rep-learn']",mir-group/pair_nequip,https://github.com/mir-group/pair_nequip,2021-04-02 15:28:02,2024-06-05 17:06:39.000000,2024-06-05 17:06:39,101.0,,12.0,9.0,8.0,11.0,20.0,41.0,2022-05-20 00:39:04.000,0.5.2,4.0,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
195,Atom2Vec,,rep-learn,MIT,https://github.com/idocx/Atom2Vec,Atom2Vec: a simple way to describe atoms for machine learning.,10,True,,idocx/Atom2Vec,https://github.com/idocx/Atom2Vec,2020-01-18 23:31:47,2024-02-23 21:44:03.000000,2024-02-23 21:43:58,4.0,,9.0,1.0,1.0,2.0,1.0,35.0,2024-02-23 21:43:41.000,1.1.0,2.0,1.0,atom2vec,,3.0,3.0,https://pypi.org/project/atom2vec,2024-02-23 21:43:41.000,,312.0,312.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
196,NeuralXC,,ml-dft,BSD-3-Clause,https://github.com/semodi/neuralxc,Implementation of a machine learned density functional.,10,False,,semodi/neuralxc,https://github.com/semodi/neuralxc,2019-03-14 18:13:40,2024-06-17 22:55:40.000000,2021-07-05 21:36:23,337.0,,10.0,5.0,10.0,5.0,5.0,33.0,,,3.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
197,OpenKIM,,datasets,LGPL-2.1,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,"['model-repository', 'knowledge-base', 'pretrained']",openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2023-08-16 00:09:44.000000,2022-03-17 23:01:36,2371.0,,20.0,12.0,55.0,18.0,18.0,31.0,,,,24.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
198,PACE,,md,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",10,True,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2024-09-11 16:13:06.000000,2023-11-27 21:28:13,59.0,,10.0,6.0,16.0,2.0,6.0,24.0,2024-09-11 16:13:06.000,.2024.9.11,8.0,6.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
199,ACEhamiltonians,,ml-dft,MIT,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",10,False,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2024-10-14 12:57:35.000000,2023-04-12 15:04:14,33.0,,7.0,5.0,42.0,2.0,3.0,13.0,2024-02-07 16:35:47.000,0.1.0,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
200,AGOX,,materials-discovery,GPL-3.0,https://agox.gitlab.io/agox/,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,10,True,['structure-optimization'],,,2022-03-08 09:08:13,2024-08-26 18:44:50.000000,,,,5.0,,,13.0,11.0,13.0,2024-08-03 18:26:35.000,3.7.0,5.0,,agox,,,,https://pypi.org/project/agox,2024-08-26 18:44:50.000,,1028.0,1028.0,,,,2.0,,,,,,,,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,,
201,calorine,,ml-iap,https://gitlab.com/materials-modeling/calorine/-/blob/master/LICENSE,https://calorine.materialsmodeling.org/,A Python package for constructing and sampling neuroevolution potential models. https://doi.org/10.21105/joss.06264.,10,True,,,,2021-04-23 16:12:56,2024-07-26 09:35:09.000000,,,,4.0,,,9.0,77.0,12.0,2024-02-28 15:53:18.000,2.2.1,14.0,,calorine,,2.0,,https://pypi.org/project/calorine,2024-07-26 09:35:09.000,2.0,3073.0,3073.0,,,,3.0,,,,,,,,,,,,,,,,,,materials-modeling/calorine,https://gitlab.com/materials-modeling/calorine,,
202,GNoME Explorer,,community,Apache-2.0,https://next-gen.materialsproject.org/materials/gnome,Graph Networks for Materials Exploration Database.,9,True,"['datasets', 'materials-discovery']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-09-04 18:54:00.000000,2024-09-04 18:51:58,10.0,2.0,137.0,45.0,7.0,18.0,4.0,881.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,Materials Discovery: GNoME,,materials-discovery,Apache-2.0,https://github.com/google-deepmind/materials_discovery,"Graph Networks for Materials Science (GNoME) and dataset of 381,000 novel stable materials.",9,True,"['uip', 'datasets', 'rep-learn', 'proprietary']",google-deepmind/materials_discovery,https://github.com/google-deepmind/materials_discovery,2023-11-28 10:29:51,2024-09-04 18:54:00.000000,2024-09-04 18:51:58,10.0,2.0,137.0,45.0,7.0,18.0,4.0,881.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
204,SE(3)-Transformers,,rep-learn,MIT,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,"['single-paper', 'transformer']",FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000000,2021-11-18 09:11:56,63.0,,68.0,17.0,5.0,11.0,17.0,490.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
205,EDM,,generative,MIT,https://github.com/ehoogeboom/e3_diffusion_for_molecules,E(3) Equivariant Diffusion Model for Molecule Generation in 3D.,9,False,,ehoogeboom/e3_diffusion_for_molecules,https://github.com/ehoogeboom/e3_diffusion_for_molecules,2022-04-15 14:34:35,2022-07-10 17:56:18.000000,2022-07-10 17:56:12,6.0,,113.0,8.0,,3.0,36.0,438.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
206,Awesome Materials Informatics,,community,https://github.com/tilde-lab/awesome-materials-informatics#license,https://github.com/tilde-lab/awesome-materials-informatics,"Curated list of known efforts in materials informatics, i.e. in modern materials science.",9,True,,tilde-lab/awesome-materials-informatics,https://github.com/tilde-lab/awesome-materials-informatics,2018-02-15 15:14:16,2024-09-18 13:34:19.000000,2024-09-18 13:34:19,139.0,1.0,82.0,17.0,54.0,,8.0,377.0,2023-03-02 19:56:59.000,2023.03.02,1.0,19.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,True,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000000,2023-10-03 09:57:19,103.0,,60.0,4.0,,1.0,30.0,289.0,,,,2.0,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
