,name,resource,category,description,homepage,projectrank,show,labels,license,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,npm_id,npm_url,npm_monthly_downloads,docs_url,gitlab_id,gitlab_url,ignore
172,SOAPxx,,rep-eng,A SOAP implementation.,https://github.com/capoe/soapxx,6,False,['lang-cpp'],GPL-2.0,capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
173,COSMO Toolbox,,math,Assorted libraries and utilities for atomistic simulation analysis.,https://github.com/lab-cosmo/toolbox,6,True,['lang-cpp'],,lab-cosmo/toolbox,https://github.com/lab-cosmo/toolbox,2014-05-20 11:23:13,2023-06-23 15:07:59.000000,2023-06-23 15:07:29,106.0,1.0,5.0,26.0,1.0,,,6.0,,,,9.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
174,PANNA,,mliap,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,https://gitlab.com/PANNAdevs/panna,6,False,['benchmarking'],MIT,,,2018-11-09 10:47:48,2018-11-09 10:47:48.000000,,,,10.0,,,,,6.0,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,
175,COSMO Software Cookbook,,educational,The COSMO cookbook contains recipes for atomic-scale modelling for materials and molecules.,https://github.com/lab-cosmo/software-cookbook,6,False,,BSD-3-Clause,lab-cosmo/software-cookbook,https://github.com/lab-cosmo/software-cookbook,2023-05-23 10:33:47,2023-08-15 06:43:12.000000,2023-07-12 12:10:24,23.0,21.0,1.0,13.0,22.0,3.0,,2.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
176,Computational Autonomy for Materials Discovery (CAMD),,materials-discovery,Agent-based sequential learning software for materials discovery.,https://github.com/ulissigroup/CAMD,6,False,,Apache-2.0,ulissigroup/CAMD,https://github.com/ulissigroup/CAMD,2023-01-10 19:42:57,2023-01-10 19:49:35.000000,2023-01-10 19:49:13,1336.0,,,1.0,,,,1.0,,,,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,
177,MEGAN: Multi Explanation Graph Attention Student,,xai,Minimal implementation of graph attention student model architecture.,https://github.com/aimat-lab/graph_attention_student,6,False,,MIT,aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2023-08-08 14:03:12.000000,2023-08-08 14:03:07,21.0,9.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
178,GEOM,,datasets,GEOM: Energy-annotated molecular conformations.,https://github.com/learningmatter-mit/geom,5,False,['drug-discovery'],,learningmatter-mit/geom,https://github.com/learningmatter-mit/geom,2020-06-03 17:58:37,2022-04-24 18:57:39.000000,2022-04-24 18:57:39,95.0,,17.0,9.0,,1.0,9.0,130.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
179,AI4Science101,,educational,AI for Science.,https://github.com/deepmodeling/AI4Science101,5,True,,,deepmodeling/AI4Science101,https://github.com/deepmodeling/AI4Science101,2022-06-19 02:26:48,2022-09-04 02:06:18.000000,2022-09-04 02:06:18,139.0,,11.0,10.0,28.0,,1.0,68.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
180,SchNOrb,,ml-wft,Unifying machine learning and quantum chemistry with a deep neural network for molecular wavefunctions.,https://github.com/atomistic-machine-learning/SchNOrb,5,False,,MIT,atomistic-machine-learning/SchNOrb,https://github.com/atomistic-machine-learning/SchNOrb,2019-09-17 12:41:48,2019-09-17 14:31:47.000000,2019-09-17 14:31:19,2.0,,17.0,5.0,,1.0,,53.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
181,Machine Learning for Materials Hard and Soft,,educational,ESI-DCAFM-TACO-VDSP Summer School on Machine Learning for Materials Hard and Soft.,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,5,False,,,CompPhysVienna/MLSummerSchoolVienna2022,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,2022-07-01 08:42:41,2022-07-22 08:10:24.000000,2022-07-22 08:10:24,49.0,,16.0,1.0,14.0,,,30.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
182,DeepH-E3,,ml-dft,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,https://github.com/Xiaoxun-Gong/DeepH-E3,5,True,['magnetism'],MIT,Xiaoxun-Gong/DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,2023-03-16 11:25:58,2023-04-04 13:27:01.000000,2023-04-04 13:26:27,16.0,,8.0,4.0,,2.0,5.0,29.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
183,Autobahn,,rep-learn,Repository for Autobahn: Automorphism Based Graph Neural Networks.,https://github.com/risilab/Autobahn,5,False,,MIT,risilab/Autobahn,https://github.com/risilab/Autobahn,2021-03-02 01:14:40,2022-03-01 21:04:09.000000,2022-03-01 21:04:04,11.0,,2.0,5.0,,,,26.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
184,charge_transfer_nnp,,rep-learn,Graph neural network potential with charge transfer.,https://github.com/pfnet-research/charge_transfer_nnp,5,False,['electrostatics'],MIT,pfnet-research/charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,2022-04-06 01:48:18,2022-04-06 01:53:35.000000,2022-04-06 01:53:22,1.0,,4.0,12.0,,,,20.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
185,SCFNN,,rep-learn,Self-consistent determination of long-range electrostatics in neural network potentials.,https://github.com/andy90/SCFNN,5,False,"['lang-cpp', 'electrostatics', 'single-paper']",MIT,andy90/SCFNN,https://github.com/andy90/SCFNN,2021-09-22 12:02:00,2022-01-30 02:29:03.000000,2022-01-24 09:40:40,10.0,,8.0,2.0,,,,14.0,2022-01-30 02:29:04,1.0.0,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
186,rxngenerator,,generative,A generative model for molecular generation via multi-step chemical reactions.,https://github.com/tsudalab/rxngenerator,5,True,,MIT,tsudalab/rxngenerator,https://github.com/tsudalab/rxngenerator,2021-06-18 07:44:53,2022-08-09 07:21:44.000000,2022-08-09 07:21:05,16.0,,2.0,9.0,2.0,1.0,,11.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
187,AGOX,,materials-discovery,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,https://gitlab.com/agox/agox,5,False,['structure-optimization'],GPL-3.0,,,2022-03-08 09:08:13,2022-03-08 09:08:13.000000,,,,3.0,,,8.0,5.0,10.0,,,2.0,,agox,,,,https://pypi.org/project/agox,12.0,12.0,,,,3.0,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,
188,FieldSchNet,,rep-learn,,https://github.com/atomistic-machine-learning/field_schnet,5,False,,MIT,atomistic-machine-learning/field_schnet,https://github.com/atomistic-machine-learning/field_schnet,2020-11-18 10:26:59,2022-05-19 09:28:38.000000,2022-05-19 09:28:38,26.0,,3.0,3.0,1.0,1.0,,9.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
189,3DSC Database,,datasets,Repo for the paper publishing the superconductor database with 3D crystal structures.,https://github.com/aimat-lab/3DSC,5,True,"['superconductors', 'materials-discovery']",https://github.com/aimat-lab/3DSC/blob/main/LICENSE.md,aimat-lab/3DSC,https://github.com/aimat-lab/3DSC,2021-11-02 09:07:57,2023-07-21 09:28:43.000000,2023-07-21 09:26:12,52.0,6.0,2.0,2.0,,,,6.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
190,Alchemical learning,,mliap,Code for the Modeling high-entropy transition metal alloys with alchemical compression article.,https://github.com/Luthaf/alchemical-learning,5,False,,BSD-3-Clause,Luthaf/alchemical-learning,https://github.com/Luthaf/alchemical-learning,2021-12-02 17:02:00,2023-04-24 18:35:45.000000,2023-04-07 10:19:10,120.0,,1.0,6.0,1.0,,4.0,2.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
191,BERT-PSIE-TC,,lm,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,5,False,['magnetism'],MIT,StefanoSanvitoGroup/BERT-PSIE-TC,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,2023-01-25 10:27:26,2023-08-18 11:47:45.000000,2023-08-18 12:48:31,36.0,13.0,2.0,1.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
192,linear-regression-benchmarks,,datasets,Data sets used for linear regression benchmarks.,https://github.com/BingqingCheng/linear-regression-benchmarks,5,False,"['benchmarking', 'single-paper']",MIT,BingqingCheng/linear-regression-benchmarks,https://github.com/BingqingCheng/linear-regression-benchmarks,2020-04-16 20:48:28,2022-01-26 08:29:46.000000,2022-01-26 08:29:46,24.0,,,3.0,2.0,,,1.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
193,COSMO tools,,others,"Scripts, jupyter nbs, and general helpful stuff from COSMO by COSMO.",https://github.com/lab-cosmo/cosmo-tools,5,False,,,lab-cosmo/cosmo-tools,https://github.com/lab-cosmo/cosmo-tools,2018-11-06 09:40:00,2022-11-25 11:19:48.000000,2022-11-25 11:19:29,59.0,,3.0,22.0,,,,1.0,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,True
194,Per-Site CGCNN,,rep-learn,Crystal graph convolutional neural networks for predicting material properties.,https://github.com/learningmatter-mit/per-site_cgcnn,5,False,"['pre-trained', 'single-paper']",MIT,learningmatter-mit/per-site_cgcnn,https://github.com/learningmatter-mit/per-site_cgcnn,2023-05-30 18:59:03,2023-06-05 17:38:46.000000,2023-06-05 17:38:41,28.0,3.0,,,,,,1.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
195,Visual Graph Datasets,,datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,https://github.com/aimat-lab/visual_graph_datasets,5,True,,MIT,aimat-lab/visual_graph_datasets,https://github.com/aimat-lab/visual_graph_datasets,2023-06-01 11:33:18,2023-06-12 15:19:12.000000,2023-06-12 15:19:08,4.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
196,Per-site PAiNN,,rep-learn,Fork of PaiNN for PerovskiteOrderingGCNNs.,https://github.com/learningmatter-mit/per-site_painn,5,True,"['probabilistic', 'pre-trained', 'single-paper']",MIT,learningmatter-mit/per-site_painn,https://github.com/learningmatter-mit/per-site_painn,2023-06-04 14:23:49,2023-06-05 17:35:19.000000,2023-06-05 17:30:34,123.0,1.0,,,,,,,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
197,ML-in-chemistry-101,,educational,The course materials for Machine Learning in Chemistry 101.,https://github.com/BingqingCheng/ML-in-chemistry-101,4,False,,,BingqingCheng/ML-in-chemistry-101,https://github.com/BingqingCheng/ML-in-chemistry-101,2020-02-09 17:47:07,2020-10-19 08:10:31.000000,2020-10-19 08:10:30,13.0,,14.0,2.0,,,,54.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
198,Graph Transport Network,,rep-learn,"Graph transport network (GTN), as proposed in Scalable Optimal Transport in High Dimensions for Graph Distances,..",https://github.com/gasteigerjo/gtn,4,False,['transport-phenomena'],https://github.com/gasteigerjo/gtn/blob/main/LICENSE.md,gasteigerjo/gtn,https://github.com/gasteigerjo/gtn,2021-07-11 23:36:22,2023-04-26 14:22:00.000000,2023-04-26 14:22:00,9.0,,3.0,2.0,,,,14.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
199,ACEHAL,,active-learning,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,https://github.com/ACEsuit/ACEHAL,4,False,['lang-julia'],,ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-05-09 09:37:27.000000,2023-05-09 09:37:26,107.0,,2.0,6.0,13.0,3.0,5.0,7.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
200,TensorPotential,,mliap,"Tensorpotential is a TensorFlow based tool for development, fitting ML interatomic potentials from electronic..",https://cortner.github.io/ACEweb/software/,4,False,,https://github.com/ICAMS/TensorPotential/blob/main/LICENSE.md,ICAMS/TensorPotential,https://github.com/ICAMS/TensorPotential,2021-12-08 12:10:04,2023-07-10 16:37:18.000000,2023-07-10 16:37:18,18.0,1.0,4.0,2.0,2.0,,,5.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
201,chemrev-gpr,,educational,Notebooks accompanying the paper on GPR in materials and molecules in Chemical Reviews 2020.,https://github.com/gabor1/chemrev-gpr,4,False,,,gabor1/chemrev-gpr,https://github.com/gabor1/chemrev-gpr,2020-12-18 23:48:06,2021-05-04 19:21:34.000000,2021-05-04 19:21:30,10.0,,4.0,4.0,,,,5.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
202,MolSLEPA,,generative,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,https://github.com/tsudalab/MolSLEPA,4,False,['xai'],MIT,tsudalab/MolSLEPA,https://github.com/tsudalab/MolSLEPA,2023-04-10 15:04:55,2023-04-13 12:48:49.000000,2023-04-13 12:48:49,11.0,,,8.0,2.0,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
203,ACEatoms,,general-tool,Generic code for modelling atomic properties using ACE.,https://github.com/ACEsuit/ACEatoms.jl,4,False,['lang-julia'],https://github.com/ACEsuit/ACEatoms.jl/blob/main/ASL.md,ACEsuit/ACEatoms.jl,https://github.com/ACEsuit/ACEatoms.jl,2021-03-23 23:50:03,2023-01-13 21:35:06.000000,2023-01-13 21:28:08,134.0,,1.0,3.0,14.0,4.0,3.0,2.0,,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
204,charge-density-models,,ml-dft,Tools to build charge density models using ocpmodels.,https://github.com/ulissigroup/charge-density-models,4,False,,MIT,ulissigroup/charge-density-models,https://github.com/ulissigroup/charge-density-models,2022-06-22 13:47:53,2023-07-28 17:17:13.000000,2023-05-18 18:37:07,94.0,,1.0,2.0,14.0,,1.0,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
205,magnetism-prediction,,rep-eng,DFT-aided Machine Learning Search for Magnetism in Fe-based Bimetallic Chalcogenides.,https://github.com/dppant/magnetism-prediction,4,False,"['magnetism', 'single-paper']",Apache-2.0,dppant/magnetism-prediction,https://github.com/dppant/magnetism-prediction,2022-09-13 03:58:10,2023-07-19 13:25:49.000000,2023-07-19 13:25:49,46.0,2.0,,3.0,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
206,cnine,,math,Cnine tensor library.,https://github.com/risi-kondor/cnine,4,False,['lang-cpp'],,risi-kondor/cnine,https://github.com/risi-kondor/cnine,2022-10-07 20:54:54,2023-08-23 02:48:17.000000,2023-08-23 02:48:16,184.0,32.0,1.0,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,https://risi-kondor.github.io/cnine/,,,
207,Wigner Kernels,,math,Collection of programs to benchmark Wigner kernels.,https://github.com/lab-cosmo/wigner_kernels,4,False,['benchmarking'],,lab-cosmo/wigner_kernels,https://github.com/lab-cosmo/wigner_kernels,2022-12-08 12:28:26,2023-07-08 15:48:41.000000,2023-07-08 15:48:37,109.0,4.0,,1.0,,,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
208,gprep,,ml-dft,Fitting DFTB repulsive potentials with GPR.,https://gitlab.com/jmargraf/gprep,4,False,['single-paper'],MIT,,,2019-09-30 09:15:04,2019-09-30 09:15:04.000000,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,jmargraf/gprep,https://gitlab.com/jmargraf/gprep,
209,CSNN,,ml-dft,Primary codebase of CSNN - Concentric Spherical Neural Network for 3D Representation Learning.,https://github.com/foxjas/CSNN,4,False,,BSD-3-Clause,foxjas/CSNN,https://github.com/foxjas/CSNN,2022-05-19 15:40:49,2022-10-11 04:27:40.000000,2022-10-11 04:27:40,6.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
210,Coarse-Graining-Auto-encoders,,unsupervised,,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,3,False,['single-paper'],,learningmatter-mit/Coarse-Graining-Auto-encoders,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,2019-09-16 15:27:57,2019-08-16 21:39:34.000000,2019-08-16 21:39:33,14.0,,7.0,6.0,,,,19.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
211,ML-DFT,,ml-dft,A package for density functional approximation using machine learning.,https://github.com/MihailBogojeski/ml-dft,3,False,,MIT,MihailBogojeski/ml-dft,https://github.com/MihailBogojeski/ml-dft,2020-09-14 22:15:56,2020-09-18 16:36:30.000000,2020-09-18 16:36:30,9.0,,6.0,2.0,,1.0,1.0,18.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
212,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,Original implementation of CSPML.,https://github.com/Minoru938/CSPML,3,False,['structure-prediction'],,minoru938/cspml,https://github.com/Minoru938/CSPML,2022-01-15 10:59:27,2022-06-02 23:26:26.000000,2022-06-02 23:26:26,7.0,,7.0,2.0,,1.0,,12.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
213,glp,,mliap,tools for graph-based machine-learning potentials in jax.,https://github.com/sirmarcel/glp,3,False,,MIT,sirmarcel/glp,https://github.com/sirmarcel/glp,2023-03-27 15:19:40,2023-08-07 14:41:10.000000,2023-08-07 14:41:05,10.0,2.0,,1.0,2.0,,,10.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
214,SPINNER,,materials-discovery,SPINNER (Structure Prediction of Inorganic crystals using Neural Network potentials with Evolutionary and Random..,https://github.com/MDIL-SNU/SPINNER,3,False,"['lang-cpp', 'structure-prediction']",GPL-3.0,MDIL-SNU/SPINNER,https://github.com/MDIL-SNU/SPINNER,2021-07-15 02:10:58,2021-11-25 07:58:15.000000,2021-11-25 07:58:15,102.0,,2.0,1.0,,1.0,,9.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
215,e3psi,,ml-esm,Equivariant machine learning library for learning from electronic structures.,https://github.com/muhrin/e3psi,3,False,,LGPL-3.0,muhrin/e3psi,https://github.com/muhrin/e3psi,2022-08-08 10:48:30,2023-08-09 17:04:49.000000,2023-04-10 17:04:33,14.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
216,atom_by_atom,,rep-learn,Atom-by-atom design of metal oxide catalysts for the oxygen evolution reaction with Machine Learning.,https://github.com/learningmatter-mit/atom_by_atom,3,False,"['surface-science', 'single-paper']",,learningmatter-mit/atom_by_atom,https://github.com/learningmatter-mit/atom_by_atom,2023-05-30 20:18:00,2023-06-28 20:39:26.000000,2023-06-28 20:39:13,64.0,64.0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
217,SISSO++,,rep-eng,C++ Implementation of SISSO with python bindings.,https://gitlab.com/sissopp_developers/sissopp,3,False,['lang-cpp'],Apache-2.0,,,2021-04-30 14:20:59,2021-04-30 14:20:59.000000,,,,2.0,,,1.0,10.0,1.0,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,sissopp_developers/sissopp,https://gitlab.com/sissopp_developers/sissopp,
218,Magpie,,general-tool,Materials Agnostic Platform for Informatics and Exploration (Magpie).,https://bitbucket.org/wolverton/magpie/,3,False,['lang-java'],MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
219,MALADA,,ml-dft,MALA Data Acquisition: Helpful tools to build data for MALA.,https://github.com/mala-project/malada,3,False,,BSD-3-Clause,mala-project/malada,https://github.com/mala-project/malada,2021-07-26 05:46:08,2023-05-24 09:18:24.000000,2023-05-24 09:18:24,111.0,,1.0,2.0,4.0,17.0,2.0,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
220,MLatom,,general-tool,Machine learning for atomistic simulations.,http://mlatom.com/,3,False,,https://creativecommons.org/licenses/by-nc-nd/4.0/,,,,,,,,,,,,,,,,,,MLatom,,,,https://pypi.org/project/MLatom,109.0,109.0,,,,3.0,,,,,,,,,,http://mlatom.com/manual/,,,
221,xDeepH,,ml-dft,Extended DeepH (xDeepH) method for magnetic materials.,https://github.com/mzjb/xDeepH,2,False,"['magnetism', 'lang-julia']",LGPL-3.0,mzjb/xDeepH,https://github.com/mzjb/xDeepH,2023-02-23 12:56:49,2023-06-14 11:44:53.000000,2023-06-14 11:44:46,4.0,1.0,,1.0,,,,16.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
222,MLIP-3,,mliap,MLIP-3: Active learning on atomic environments with Moment Tensor Potentials (MTP).,https://gitlab.com/ashapeev/mlip-3,2,False,['lang-cpp'],BSD-2-Clause,,,2023-04-24 14:05:53,2023-04-24 14:05:53.000000,,,,1.0,,,10.0,1.0,11.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,ashapeev/mlip-3,https://gitlab.com/ashapeev/mlip-3,
223,SingleNN,,mliap,An efficient package for training and executing neural-network interatomic potentials.,https://github.com/lmj1029123/SingleNN,2,False,['lang-cpp'],,lmj1029123/SingleNN,https://github.com/lmj1029123/SingleNN,2020-03-11 18:36:16,2021-11-09 00:40:18.000000,2021-11-09 00:40:10,17.0,,1.0,1.0,,1.0,,6.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
224,interface-lammps-mlip-3,,md,An interface between LAMMPS and MLIP (version 3).,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,2,False,,GPL-2.0,,,2023-04-24 12:48:51,2023-04-24 12:48:51.000000,,,,2.0,,,,,5.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,ivannovikov/interface-lammps-mlip-3,https://gitlab.com/ivannovikov/interface-lammps-mlip-3,
225,MLDensity_tutorial,,educational,Tutorial files to work with ML for the charge density in molecules and solids.,https://github.com/bfocassio/MLDensity_tutorial,2,False,,,bfocassio/MLDensity_tutorial,https://github.com/bfocassio/MLDensity_tutorial,2023-01-31 10:33:23,2023-02-22 19:20:32.000000,2023-02-22 19:20:32,8.0,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
226,quantum-structure-ml,,general-tool,Multi-class classification model for predicting the magnetic order of magnetic structures and a binary classification..,https://github.com/hgheiberger/quantum-structure-ml,2,False,"['magnetism', 'benchmarking']",,hgheiberger/quantum-structure-ml,https://github.com/hgheiberger/quantum-structure-ml,2020-10-05 01:11:01,2022-12-22 21:45:40.000000,2022-12-22 21:45:40,19.0,,,2.0,,,,1.0,2022-08-18 05:25:24,1.0.0,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
227,ACE Workflows,,mliap,Workflow Examples for ACE Models.,https://github.com/ACEsuit/ACEworkflows,2,False,"['lang-julia', 'workflows']",,ACEsuit/ACEworkflows,https://github.com/ACEsuit/ACEworkflows,2023-04-04 16:57:36,2023-08-21 23:24:43.000000,2023-08-21 23:24:40,19.0,4.0,,3.0,6.0,1.0,,,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,
228,AMP,,rep-eng,Amp is an open-source package designed to easily bring machine-learning to atomistic calculations.,https://bitbucket.org/andrewpeterson/amp/,2,False,,,,,,,,,,,,,,,,,,,,amp-atomistics,,,,https://pypi.org/project/amp-atomistics,42.0,42.0,,,,3.0,,,,,,,,,,https://amp.readthedocs.io/,,,
229,q-pac,,ml-esm,,,2,False,['electrostatics'],MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,jmargraf/kqeq,,
230,RuNNer,,mliap,The RuNNer Neural Network Energy Representation is a Fortran-based framework for the construction of Behler-..,https://www.uni-goettingen.de/de/560580.html,2,False,['lang-fortran'],GPL-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,https://theochemgoettingen.gitlab.io/RuNNer/,,,
231,Point Edge Transformer,,rep-learn,"Smooth, exact rotational symmetrization for deep learning on point clouds.",https://zenodo.org/record/7967079,2,False,,CC-BY-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
232,gkx: Green-Kubo Method in JAX,,rep-learn,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,https://github.com/sirmarcel/gkx,1,False,['transport-phenomena'],MIT,sirmarcel/gkx,https://github.com/sirmarcel/gkx,2023-04-30 12:25:16,2023-04-30 14:14:57.000000,2023-04-30 14:14:46,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
233,kdft,,ml-dft,The Kernel Density Functional (KDF) code allows generating ML based DFT functionals.,https://gitlab.com/jmargraf/kdf,1,False,,,,,2020-11-07 21:50:22,2020-11-07 21:50:22.000000,,,,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,3.0,,,,,,,,,,,jmargraf/kdf,https://gitlab.com/jmargraf/kdf,
234,PiNN Lab,,educational,,https://github.com/Teoroo-CMC/PiNN_lab,1,False,,GPL-3.0,Teoroo-CMC/PiNN_lab,https://github.com/Teoroo-CMC/PiNN_lab,2019-03-17 22:09:30,2023-05-01 15:59:56.000000,2023-05-01 15:59:22,9.0,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
235,MALA Tutorial,,educational,A full MALA hands-on tutorial.,https://github.com/mala-project/mala_tutorial,1,False,,,mala-project/mala_tutorial,https://github.com/mala-project/mala_tutorial,2023-03-09 14:01:54,2023-03-20 12:13:27.000000,2023-03-20 12:13:17,23.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
236,Descriptor Embedding and Clustering for Atomisitic-environment Framework (DECAF),,unsupervised,Provides a workflow to obtain clustering of local environments in dataset of structures.,https://gitlab.mpcdf.mpg.de/klai/decaf,0,False,,,,,,,,41.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
237,SphericalNet,,rep-learn,Implementation of Clebsch-Gordan Networks (CGnet: https://arxiv.org/pdf/1806.09231.pdf) by GElib & cnine libraries in..,https://github.com/risilab/SphericalNet,0,False,,,risilab/SphericalNet,https://github.com/risilab/SphericalNet,2022-05-31 14:39:05,2022-06-07 03:57:10.000000,2022-06-07 03:53:49,1.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,KmdPlus,,unsupervised,"This module contains a class for treating kernel mean descriptor (KMD), and a function for generating descriptors with..",https://github.com/Minoru938/KmdPlus,0,False,,,Minoru938/KmdPlus,https://github.com/Minoru938/KmdPlus,2023-03-26 10:06:34,2023-03-26 11:03:39.000000,2023-03-26 11:03:39,4.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
