,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,maven_id,maven_url,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
164,Atomistic Adversarial Attacks,,ml-iap,MIT,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,False,['probabilistic'],learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000,2022-10-03 16:19:29,33.0,,6.0,5.0,1.0,,1.0,25.0,2021-07-19 18:09:36,1.0.1,1.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
165,CGAT,,rep-learn,MIT,https://github.com/hyllios/CGAT,Crystal graph attention neural networks for materials prediction.,8,True,,hyllios/CGAT,https://github.com/hyllios/CGAT,2021-03-28 09:51:15,2023-07-18 12:04:35.000,2023-01-10 22:31:07,153.0,,7.0,3.0,1.0,,1.0,17.0,2023-07-18 12:04:35,0.1,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
166,GElib,,math,MPL-2.0,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,8,True,['lang-cpp'],risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2023-11-20 05:48:53.000,2023-10-25 18:07:13,597.0,17.0,2.0,2.0,2.0,2.0,3.0,16.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
167,SALTED,,ml-dft,GPL-3.0,https://github.com/andreagrisafi/SALTED,Symmetry-Adapted Learning of Three-dimensional Electron Densities.,8,True,,andreagrisafi/SALTED,https://github.com/andreagrisafi/SALTED,2020-01-22 10:24:29,2023-11-30 15:42:02.000,2023-11-30 15:42:02,242.0,78.0,2.0,1.0,10.0,,2.0,14.0,2023-04-10 16:25:44,2.0.0,1.0,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
168,UVVisML,,rep-learn,MIT,https://github.com/learningmatter-mit/uvvisml,Predict optical properties of molecules with machine learning.,8,True,"['optical-properties', 'single-paper', 'probabilistic']",learningmatter-mit/uvvisml,https://github.com/learningmatter-mit/uvvisml,2021-10-13 05:58:48,2023-05-26 22:35:14.000,2023-05-26 22:35:14,17.0,,5.0,4.0,1.0,,,14.0,2022-02-06 18:14:14,0.0.2,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
169,Equisolve,,general-tool,BSD-3-Clause,https://github.com/lab-cosmo/equisolve,A ML toolkit package utilizing the metatensor data format to build models for the prediction of equivariant properties..,8,False,['ml-iap'],lab-cosmo/equisolve,https://github.com/lab-cosmo/equisolve,2022-10-04 15:29:19,2023-10-27 10:03:59.000,2023-10-27 09:55:17,55.0,18.0,2.0,14.0,43.0,19.0,4.0,4.0,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
170,BestPractices,,educational,MIT,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,7,True,,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-11-17 02:58:25.000,2023-11-17 02:58:25,17.0,2.0,66.0,7.0,8.0,5.0,2.0,141.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
171,Equiformer,,rep-learn,MIT,https://github.com/atomicarchitects/equiformer,[ICLR23 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,7,True,,atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2023-06-21 08:04:30.000,2023-06-21 08:03:53,3.0,,29.0,5.0,1.0,5.0,7.0,141.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
172,A Highly Opinionated List of Open-Source Materials Informatics Resources,,community,MIT,https://github.com/ncfrey/resources,A Highly Opinionated List of Open Source Materials Informatics Resources.,7,False,,ncfrey/resources,https://github.com/ncfrey/resources,2020-11-17 23:47:07,2022-02-18 13:37:51.000,2022-02-18 13:37:51,8.0,,19.0,9.0,,,,96.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
173,PhysNet,,ml-iap,MIT,https://github.com/MMunibas/PhysNet,Code for training PhysNet models.,7,False,['electrostatics'],MMunibas/PhysNet,https://github.com/MMunibas/PhysNet,2019-03-28 09:05:22,2022-10-16 17:45:42.000,2020-12-07 11:09:20,4.0,,26.0,9.0,1.0,5.0,,83.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
174,AIMNet,,ml-iap,MIT,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,7,False,['single-paper'],aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000,2019-11-21 23:49:00,7.0,,20.0,10.0,2.0,4.0,,79.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
175,DTNN,,rep-learn,MIT,https://github.com/atomistic-machine-learning/dtnn,Deep Tensor Neural Network.,7,False,,atomistic-machine-learning/dtnn,https://github.com/atomistic-machine-learning/dtnn,2017-03-10 14:40:05,2017-07-11 08:26:15.000,2017-07-11 08:25:39,9.0,,30.0,15.0,,,3.0,76.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
176,JAXChem,,general-tool,MIT,https://github.com/deepchem/jaxchem,JAXChem is a JAX-based deep learning library for complex and versatile chemical modeling.,7,False,,deepchem/jaxchem,https://github.com/deepchem/jaxchem,2020-05-11 18:54:41,2020-07-15 05:02:21.000,2020-07-15 04:55:41,96.0,,9.0,7.0,13.0,1.0,1.0,74.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
177,Cormorant,,rep-learn,https://github.com/risilab/cormorant/blob/master/LICENSE,https://github.com/risilab/cormorant,Codebase for Cormorant Neural Networks.,7,False,,risilab/cormorant,https://github.com/risilab/cormorant,2019-10-27 18:22:07,2022-05-11 12:49:05.000,2020-03-11 15:25:51,160.0,,10.0,6.0,1.0,3.0,,55.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
178,uncertainty_benchmarking,,general-tool,,https://github.com/ulissigroup/uncertainty_benchmarking,Various code/notebooks to benchmark different ways we could estimate uncertainty in ML predictions.,7,False,"['benchmarking', 'probabilistic']",ulissigroup/uncertainty_benchmarking,https://github.com/ulissigroup/uncertainty_benchmarking,2019-08-28 19:39:28,2021-06-07 23:29:39.000,2021-06-07 23:27:19,265.0,,6.0,6.0,1.0,,,34.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
179,torchchem,,general-tool,MIT,https://github.com/deepchem/torchchem,An experimental repo for experimenting with PyTorch models.,7,False,,deepchem/torchchem,https://github.com/deepchem/torchchem,2020-03-07 17:06:44,2023-03-24 23:13:19.000,2020-05-01 20:12:23,49.0,,14.0,8.0,27.0,2.0,1.0,34.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
180,graphite,,rep-learn,MIT,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,7,True,,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2023-10-04 21:51:25.000,2023-10-04 21:51:05,23.0,1.0,6.0,5.0,4.0,2.0,1.0,28.0,,,,2.0,,,7.0,7.0,,,,,,,3.0,,,,,,,,,-2.0,,,,,,,,
181,AdsorbML,,rep-learn,MIT,https://github.com/Open-Catalyst-Project/AdsorbML,,7,True,"['surface-science', 'single-paper']",Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2023-07-31 16:28:14.000,2023-07-31 16:28:09,56.0,,5.0,6.0,10.0,,1.0,24.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
182,SkipAtom,,rep-eng,MIT,https://github.com/lantunes/skipatom,"Distributed representations of atoms, inspired by the Skip-gram model.",7,False,,lantunes/skipatom,https://github.com/lantunes/skipatom,2021-06-19 13:09:13,2023-07-16 19:28:39.000,2022-05-04 13:18:30,46.0,,3.0,2.0,7.0,3.0,1.0,22.0,,,1.0,,skipatom,conda-forge/skipatom,,,https://pypi.org/project/skipatom,35.0,109.0,https://anaconda.org/conda-forge/skipatom,2023-06-18 08:42:05.505,1192.0,3.0,,,,,,,,,,,,,,,,,
183,ALF,,ml-iap,https://github.com/lanl/ALF/blob/main/LICENSE,https://github.com/lanl/ALF,A framework for performing active learning for training machine-learned interatomic potentials.,7,True,['active-learning'],lanl/alf,https://github.com/lanl/ALF,2023-01-04 23:13:24,2023-09-26 19:47:46.000,2023-08-04 15:53:59,139.0,,9.0,7.0,25.0,,,20.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
184,BOSS,,materials-discovery,,https://gitlab.com/cest-group/boss,Bayesian Optimization Structure Search (BOSS).,7,False,['probabilistic'],,,2020-02-12 08:48:33,2020-02-12 08:48:33.000,,,,10.0,,,2.0,24.0,18.0,,,14.0,,aalto-boss,,,,https://pypi.org/project/aalto-boss,240.0,240.0,,,,2.0,,,,,,,,,,,,,,cest-group/boss,https://gitlab.com/cest-group/boss,,
185,CBFV,,rep-eng,,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,7,False,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000,2021-10-24 17:10:17,49.0,,6.0,4.0,7.0,5.0,5.0,15.0,,,,3.0,CBFV,,4.0,4.0,https://pypi.org/project/CBFV,125.0,125.0,,,,3.0,,,,,,,,,,,,,,,,,
186,Libnxc,,ml-dft,MPL-2.0,https://github.com/semodi/libnxc,A library for using machine-learned exchange-correlation functionals for density-functional theory.,7,False,"['lang-cpp', 'lang-fortran']",semodi/libnxc/,https://github.com/semodi/libnxc,2020-07-01 18:21:50,2021-09-18 14:53:52.000,2021-08-14 16:26:32,100.0,,4.0,2.0,3.0,13.0,3.0,15.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
187,ACEhamiltonians,,ml-dft,MIT,https://github.com/ACEsuit/ACEhamiltonians.jl,"Provides tools for constructing, fitting, and predicting self-consistent Hamiltonian and overlap matrices in solid-..",7,True,['lang-julia'],ACEsuit/ACEhamiltonians.jl,https://github.com/ACEsuit/ACEhamiltonians.jl,2022-01-17 20:54:22,2023-04-12 15:11:09.000,2023-04-12 15:04:14,33.0,,3.0,4.0,41.0,1.0,3.0,9.0,2022-05-20 17:07:42,arXiv.2111.13736,1.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
188,bVAE-IM,,generative,MIT,https://github.com/tsudalab/bVAE-IM,Implementation of Chemical Design with GPU-based Ising Machine.,7,True,"['qml', 'single-paper']",tsudalab/bVAE-IM,https://github.com/tsudalab/bVAE-IM,2023-03-01 08:26:56,2023-07-11 04:39:24.000,2023-07-11 04:39:24,39.0,,2.0,8.0,,,,9.0,2023-03-01 14:26:13,1.0.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
189,COSMO Software Cookbook,,educational,BSD-3-Clause,https://github.com/lab-cosmo/software-cookbook,The COSMO cookbook contains recipes for atomic-scale modelling for materials and molecules.,7,False,,lab-cosmo/software-cookbook,https://github.com/lab-cosmo/software-cookbook,2023-05-23 10:33:47,2023-10-27 06:42:00.000,2023-10-27 06:30:34,35.0,12.0,1.0,13.0,27.0,2.0,1.0,3.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
190,MEGAN: Multi Explanation Graph Attention Student,,xai,MIT,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,7,False,,aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2023-11-20 09:38:47.000,2023-11-20 09:38:42,34.0,11.0,1.0,3.0,1.0,,,3.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
191,MEGAN,,xai,MIT,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,7,False,"['xai', 'rep-learn']",aimat-lab/graph_attention_student,https://github.com/aimat-lab/graph_attention_student,2022-07-28 06:22:50,2023-11-20 09:38:47.000,2023-11-20 09:38:42,34.0,11.0,1.0,3.0,1.0,,,3.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
192,2DMD dataset,,datasets,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",7,False,['material-defect'],HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,2.0,1.0,7.0,28.0,,12.0,2.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,-2.0,,,,,,,,
193,ai4material_design,,rep-learn,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",7,False,"['pre-trained', 'material-defect']",HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000,2023-11-21 11:30:33,1118.0,2.0,1.0,7.0,28.0,,12.0,2.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,-2.0,,,,,,,,
194,ML4pXRDs,,rep-learn,MIT,https://github.com/aimat-lab/ML4pXRDs,Contains code to train neural networks based on simulated powder XRDs from synthetic crystals.,7,True,"['xrd', 'single-paper']",aimat-lab/ML4pXRDs,https://github.com/aimat-lab/ML4pXRDs,2022-12-01 16:24:29,2023-07-14 08:17:06.000,2023-07-14 08:17:04,1320.0,,,3.0,,,,,2023-03-22 11:04:31,1.0,1.0,,,,,,,,0.0,,,,3.0,,,,,,2.0,,,,,,,,,,,
195,The Collection of Database and Dataset Resources in Materials Science,,community,,https://github.com/sedaoturak/data-resources-for-materials-science,"A list of databases, datasets and books/handbooks where you can find materials properties for machine learning..",6,True,['datasets'],sedaoturak/data-resources-for-materials-science,https://github.com/sedaoturak/data-resources-for-materials-science,2021-02-20 06:38:45,2023-11-03 12:16:07.000,2023-11-03 12:16:07,28.0,2.0,28.0,10.0,1.0,,1.0,186.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
196,GEOM,,datasets,,https://github.com/learningmatter-mit/geom,GEOM: Energy-annotated molecular conformations.,6,False,['drug-discovery'],learningmatter-mit/geom,https://github.com/learningmatter-mit/geom,2020-06-03 17:58:37,2022-04-24 18:57:39.000,2022-04-24 18:57:39,95.0,,18.0,9.0,,1.0,10.0,154.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
197,Applied AI for Materials,,educational,,https://github.com/WardLT/applied-ai-for-materials,Course materials for Applied AI for Materials Science and Engineering.,6,False,,WardLT/applied-ai-for-materials,https://github.com/WardLT/applied-ai-for-materials,2020-10-12 19:39:06,2022-03-12 02:26:58.000,2022-03-12 02:26:41,107.0,,29.0,4.0,13.0,5.0,,50.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
198,ANI-1x Datasets,,datasets,MIT,https://github.com/aiqm/ANI1x_datasets,"The ANI-1ccx and ANI-1x data sets, coupled-cluster and density functional theory properties for organic molecules.",6,False,,aiqm/ANI1x_datasets,https://github.com/aiqm/ANI1x_datasets,2019-09-17 18:19:28,2022-04-11 17:25:55.000,2022-04-11 17:25:55,12.0,,5.0,6.0,,2.0,3.0,47.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
199,DeepDFT,,ml-dft,MIT,https://github.com/peterbjorgensen/DeepDFT,Official implementation of DeepDFT model.,6,True,,peterbjorgensen/DeepDFT,https://github.com/peterbjorgensen/DeepDFT,2020-11-03 11:51:15,2023-02-28 15:37:49.000,2023-02-28 15:37:37,128.0,,7.0,1.0,,,3.0,42.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
200,MACE-Jax,,ml-iap,MIT,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,6,True,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-10-04 08:07:35.000,2023-10-04 08:07:35,207.0,1.0,1.0,10.0,1.0,2.0,1.0,37.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
201,COMP6 Benchmark dataset,,datasets,MIT,https://github.com/isayev/COMP6,COMP6 Benchmark dataset for ML potentials.,6,False,,isayev/COMP6,https://github.com/isayev/COMP6,2017-12-29 16:58:35,2018-07-09 23:56:35.000,2018-07-09 23:56:34,27.0,,4.0,5.0,,2.0,1.0,36.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
202,DeepH-E3,,ml-dft,MIT,https://github.com/Xiaoxun-Gong/DeepH-E3,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,6,True,['magnetism'],Xiaoxun-Gong/DeepH-E3,https://github.com/Xiaoxun-Gong/DeepH-E3,2023-03-16 11:25:58,2023-04-04 13:27:01.000,2023-04-04 13:26:27,16.0,,9.0,5.0,,2.0,6.0,36.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
203,milad,,rep-eng,GPL-3.0,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,6,True,['generative'],muhrin/milad,https://github.com/muhrin/milad,2020-04-23 09:14:24,2022-12-03 10:40:05.000,2022-12-03 10:39:59,110.0,,1.0,4.0,,,,27.0,,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
204,MACE-Layer,,rep-learn,MIT,https://github.com/ACEsuit/mace-layer,Higher order equivariant graph neural networks for 3D point clouds.,6,True,,ACEsuit/mace-layer,https://github.com/ACEsuit/mace-layer,2022-11-09 17:03:41,2023-06-27 15:32:49.000,2023-06-06 10:09:58,19.0,,4.0,5.0,2.0,1.0,,26.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
205,charge_transfer_nnp,,rep-learn,MIT,https://github.com/pfnet-research/charge_transfer_nnp,Graph neural network potential with charge transfer.,6,False,['electrostatics'],pfnet-research/charge_transfer_nnp,https://github.com/pfnet-research/charge_transfer_nnp,2022-04-06 01:48:18,2022-04-06 01:53:35.000,2022-04-06 01:53:22,1.0,,6.0,13.0,,,,24.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
206,escnn_jax,,rep-learn,https://github.com/emilemathieu/escnn_jax/blob/master/LICENSE,https://github.com/emilemathieu/escnn_jax,Equivariant Steerable CNNs Library for Pytorch https://quva-lab.github.io/escnn/.,6,True,,emilemathieu/escnn_jax,https://github.com/emilemathieu/escnn_jax,2023-06-15 09:45:45,2023-06-28 14:40:32.000,2023-06-28 14:39:56,203.0,,2.0,,,,,21.0,,,,8.0,escnn_jax,,,,https://pypi.org/project/escnn_jax,,,,,,3.0,,,,,,,,,,,,,,,,,
207,GLAMOUR,,rep-learn,MIT,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,6,True,['single-paper'],learningmatter-mit/GLAMOUR,https://github.com/learningmatter-mit/GLAMOUR,2021-08-20 18:16:40,2022-12-31 17:56:21.000,2022-12-31 17:56:21,14.0,,6.0,3.0,,,8.0,18.0,2021-08-23 18:58:52,0.1,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
208,EquivariantOperators.jl,,math,MIT,https://github.com/aced-differentiate/EquivariantOperators.jl,,6,False,['lang-julia'],aced-differentiate/EquivariantOperators.jl,https://github.com/aced-differentiate/EquivariantOperators.jl,2021-11-29 03:36:21,2023-09-27 18:34:44.000,2023-09-27 18:34:44,62.0,4.0,,4.0,,,,17.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
209,SA-GPR,,rep-eng,LGPL-3.0,https://github.com/dilkins/TENSOAP,Public repository for symmetry-adapted Gaussian Process Regression (SA-GPR).,6,False,['lang-c'],dilkins/TENSOAP,https://github.com/dilkins/TENSOAP,2020-05-04 14:19:01,2023-04-07 09:58:08.000,2022-09-29 09:30:45,25.0,,9.0,3.0,10.0,2.0,5.0,14.0,2020-12-17 16:51:47,2020.0,1.0,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
210,NICE,,rep-eng,MIT,https://github.com/lab-cosmo/nice,NICE (N-body Iteratively Contracted Equivariants) is a set of tools designed for the calculation of invariant and..,6,True,,lab-cosmo/nice,https://github.com/lab-cosmo/nice,2020-07-03 08:47:41,2023-05-01 09:22:21.000,2023-05-01 09:21:56,231.0,,2.0,6.0,7.0,2.0,1.0,12.0,,,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
211,testing-framework,,ml-iap,,https://github.com/libAtoms/testing-framework,The purpose of this repository is to aid the testing of a large number of interatomic potentials for a variety of..,6,False,['benchmarking'],libAtoms/testing-framework,https://github.com/libAtoms/testing-framework,2020-03-04 11:43:15,2022-02-10 17:23:46.000,2022-02-10 17:23:46,225.0,,6.0,16.0,10.0,5.0,3.0,11.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
212,CatGym,,reinforcement-learning,GPL,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,6,False,,ulissigroup/catgym,https://github.com/ulissigroup/catgym,2019-08-06 19:25:27,2021-08-30 17:05:36.000,2021-08-30 17:05:32,162.0,,2.0,4.0,,1.0,,10.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
213,AGOX,,materials-discovery,GPL-3.0,https://gitlab.com/agox/agox,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,6,False,['structure-optimization'],,,2022-03-08 09:08:13,2022-03-08 09:08:13.000,,,,4.0,,,10.0,7.0,10.0,,,2.0,,agox,,,,https://pypi.org/project/agox,46.0,46.0,,,,2.0,,,,,,,,,,,,,,agox/agox,https://gitlab.com/agox/agox,,
214,ACEHAL,,active-learning,,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,6,True,['lang-julia'],ACEsuit/ACEHAL,https://github.com/ACEsuit/ACEHAL,2023-02-24 17:33:47,2023-10-01 12:19:41.000,2023-09-21 21:50:43,121.0,14.0,2.0,5.0,15.0,4.0,6.0,8.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
215,PANNA,,ml-iap,MIT,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,6,False,['benchmarking'],,,2018-11-09 10:47:48,2018-11-09 10:47:48.000,,,,10.0,,,,,7.0,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,PANNAdevs/panna,https://gitlab.com/PANNAdevs/panna,,
216,fplib,,rep-eng,MIT,https://github.com/zhuligs/fplib,a fingerprint library.,6,False,"['lang-c', 'single-paper']",zhuligs/fplib,https://github.com/zhuligs/fplib,2015-09-07 08:18:27,2022-02-09 05:31:21.000,2022-02-09 05:31:12,37.0,,2.0,3.0,,,3.0,7.0,2021-02-03 21:40:23,pub,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
217,SOAPxx,,rep-eng,GPL-2.0,https://github.com/capoe/soapxx,A SOAP implementation.,6,False,['lang-cpp'],capoe/soapxx,https://github.com/capoe/soapxx,2016-03-29 10:00:00,2020-03-27 13:47:44.000,2020-03-27 13:47:36,289.0,,3.0,3.0,1.0,,2.0,7.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
218,SciGlass,,datasets,MIT,https://github.com/drcassar/SciGlass,The database contains a vast set of data on the properties of glass materials.,6,True,,drcassar/SciGlass,https://github.com/drcassar/SciGlass,2019-06-19 19:36:32,2023-08-27 13:46:44.000,2023-08-27 13:46:44,28.0,,3.0,1.0,,,,6.0,2023-08-27 13:48:09,2.0.1,1.0,2.0,,,,,,,1.0,,,,3.0,,,,,,3.0,,,,,,,,,,,
219,COSMO Toolbox,,math,,https://github.com/lab-cosmo/toolbox,Assorted libraries and utilities for atomistic simulation analysis.,6,True,['lang-cpp'],lab-cosmo/toolbox,https://github.com/lab-cosmo/toolbox,2014-05-20 11:23:13,2023-06-23 15:07:59.000,2023-06-23 15:07:29,106.0,,5.0,26.0,1.0,,,6.0,,,,9.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
220,pyLODE,,rep-eng,Apache-2.0,https://github.com/ceriottm/lode,Pythonic implementation of LOng Distance Equivariants.,6,False,['electrostatics'],ceriottm/lode,https://github.com/ceriottm/lode,2022-01-19 17:01:38,2023-07-05 09:57:29.000,2023-07-05 09:57:14,241.0,,1.0,3.0,,1.0,,2.0,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
221,Computational Autonomy for Materials Discovery (CAMD),,materials-discovery,Apache-2.0,https://github.com/ulissigroup/CAMD,Agent-based sequential learning software for materials discovery.,6,False,,ulissigroup/CAMD,https://github.com/ulissigroup/CAMD,2023-01-10 19:42:57,2023-01-10 19:49:35.000,2023-01-10 19:49:13,1336.0,,,1.0,,,,1.0,,,,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
222,"Data Handling, DoE and Statistical Analysis for Material Chemists",,educational,GPL-3.0,https://github.com/Teoroo-CMC/DoE_Course_Material,"Notebooks for workshops of DoE course, hosted by the Computational Materials Chemistry group at Uppsala University.",6,True,,Teoroo-CMC/DoE_Course_Material,https://github.com/Teoroo-CMC/DoE_Course_Material,2023-05-22 08:11:41,2023-06-26 12:48:17.000,2023-06-26 12:48:15,157.0,,13.0,2.0,1.0,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
223,ACE Workflows,,ml-iap,,https://github.com/ACEsuit/ACEworkflows,Workflow Examples for ACE Models.,6,True,"['lang-julia', 'workflows']",ACEsuit/ACEworkflows,https://github.com/ACEsuit/ACEworkflows,2023-04-04 16:57:36,2023-10-12 18:01:00.000,2023-10-12 18:00:39,45.0,11.0,1.0,3.0,7.0,1.0,,,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
224,tensorfieldnetworks,,rep-learn,MIT,https://github.com/tensorfieldnetworks/tensorfieldnetworks,,5,False,,tensorfieldnetworks/tensorfieldnetworks,https://github.com/tensorfieldnetworks/tensorfieldnetworks,2018-02-09 23:18:13,2020-01-07 17:22:16.000,2020-01-07 17:22:15,10.0,,28.0,9.0,2.0,,2.0,144.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
