,name,resource,category,license,homepage,description,projectrank,show,labels,github_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,github_release_downloads,maven_id,maven_url,updated_github_id,npm_id,npm_url,npm_monthly_downloads,gitlab_id,gitlab_url,ignore,docs_url
163,tinker-hp,,ml-iap,https://github.com/TinkerTools/tinker-hp/blob/master/license-Tinker.pdf,https://github.com/TinkerTools/tinker-hp,Tinker-HP: High-Performance Massively Parallel Evolution of Tinker on CPUs & GPUs.,10,True,,TinkerTools/tinker-hp,https://github.com/TinkerTools/tinker-hp,2018-06-12 12:15:51,2024-07-04 10:12:51.000000,2024-07-04 10:13:08,552.0,7.0,21.0,13.0,2.0,3.0,16.0,77.0,2019-11-24 16:21:50,published-version-V1,1.0,10.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
164,Grad DFT,,ml-dft,Apache-2.0,https://github.com/XanaduAI/GradDFT,GradDFT is a JAX-based library enabling the differentiable design and experimentation of exchange-correlation..,10,True,,XanaduAI/GradDFT,https://github.com/XanaduAI/GradDFT,2023-05-15 16:18:25,2024-02-13 16:05:53.000000,2024-02-13 16:05:51,419.0,,5.0,5.0,43.0,11.0,43.0,71.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
165,DSECOP,,educational,CCO-1.0,https://github.com/GDS-Education-Community-of-Practice/DSECOP,This repository contains data science educational materials developed by DSECOP Fellows.,10,True,,GDS-Education-Community-of-Practice/DSECOP,https://github.com/GDS-Education-Community-of-Practice/DSECOP,2022-03-07 17:47:33,2024-06-26 14:49:22.000000,2024-06-26 14:49:19,555.0,8.0,25.0,10.0,25.0,1.0,7.0,43.0,,,,13.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
166,Finetuna,,active-learning,MIT,https://github.com/ulissigroup/finetuna,Active Learning for Machine Learning Potentials.,10,True,,ulissigroup/finetuna,https://github.com/ulissigroup/finetuna,2020-09-22 14:39:52,2024-05-15 17:26:24.000000,2024-05-15 17:25:23,1200.0,2.0,11.0,3.0,40.0,5.0,15.0,42.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
167,flare++,,active-learning,MIT,https://github.com/mir-group/flare_pp,A many-body extension of the FLARE code.,10,False,"['lang-cpp', 'ml-iap']",mir-group/flare_pp,https://github.com/mir-group/flare_pp,2019-11-20 22:46:32,2022-02-27 21:05:09.000000,2022-02-24 19:00:50,989.0,,6.0,7.0,28.0,8.0,17.0,35.0,,,,10.0,flare_pp,,,,https://pypi.org/project/flare_pp,97.0,97.0,,,,3.0,,,,,,,,,,,,,,,,,
168,cmlkit,,rep-eng,MIT,https://github.com/sirmarcel/cmlkit,tools for machine learning in condensed matter physics and quantum chemistry.,10,False,['benchmarking'],sirmarcel/cmlkit,https://github.com/sirmarcel/cmlkit,2018-05-31 07:56:52,2022-04-01 00:39:14.000000,2022-03-25 22:27:04,526.0,,6.0,3.0,1.0,6.0,2.0,34.0,,,,,cmlkit,,5.0,5.0,https://pypi.org/project/cmlkit,138.0,138.0,,,,2.0,,,,,,,,,,,,,,,,,
169,OpenKIM,,datasets,LGPL-2.1,https://openkim.org/,"The Open Knowledgebase of Interatomic Models (OpenKIM) aims to be an online resource for standardized testing, long-..",10,False,"['knowledge-base', 'pre-trained']",openkim/kim-api,https://github.com/openkim/kim-api,2014-07-28 21:21:08,2023-08-16 00:09:44.000000,2022-03-17 23:01:36,2371.0,,19.0,12.0,55.0,17.0,18.0,31.0,,,,24.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
170,iam-notebooks,,educational,Apache-2.0,https://github.com/ceriottm/iam-notebooks,Jupyter notebooks for the lectures of the Introduction to Atomistic Modeling.,10,True,,ceriottm/iam-notebooks,https://github.com/ceriottm/iam-notebooks,2020-11-23 21:27:41,2024-06-26 12:42:53.000000,2024-06-26 12:42:45,242.0,3.0,5.0,4.0,7.0,3.0,,24.0,,,,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
171,Point Edge Transformer (PET),,ml-iap,MIT,https://github.com/spozdn/pet,Point Edge Transformer.,10,True,"['rep-learn', 'transformer']",spozdn/pet,https://github.com/spozdn/pet,2023-02-08 18:36:10,2024-07-18 13:35:00.000000,2024-07-02 10:29:58,201.0,19.0,5.0,4.0,12.0,5.0,,16.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
172,Materials Data Facility (MDF),,datasets,Apache-2.0,https://www.materialsdatafacility.org,"A simple way to publish, discover, and access materials datasets. Publication of very large datasets supported (e.g.,..",10,True,,materials-data-facility/connect_client,https://github.com/materials-data-facility/connect_client,2018-09-12 20:49:58,2024-03-10 03:11:45.000000,2024-02-05 22:48:40,158.0,,1.0,4.0,35.0,1.0,6.0,10.0,2024-02-05 22:49:58,0.5.0,23.0,7.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
173,NNsforMD,,ml-iap,MIT,https://github.com/aimat-lab/NNsForMD,"Neural network class for molecular dynamics to predict potential energy, forces and non-adiabatic couplings.",10,False,,aimat-lab/NNsForMD,https://github.com/aimat-lab/NNsForMD,2020-08-31 11:14:18,2022-11-10 13:04:49.000000,2022-11-10 13:04:45,265.0,,6.0,3.0,,,,10.0,2022-04-12 15:10:32,2.0.0,5.0,2.0,pyNNsMD,,1.0,1.0,https://pypi.org/project/pyNNsMD,29.0,29.0,,,,3.0,,,,,,,,,,,,,,,,,
174,SE(3)-Transformers,,rep-learn,MIT,https://github.com/FabianFuchsML/se3-transformer-public,code for the SE3 Transformers paper: https://arxiv.org/abs/2006.10503.,9,False,"['single-paper', 'transformer']",FabianFuchsML/se3-transformer-public,https://github.com/FabianFuchsML/se3-transformer-public,2020-08-31 10:36:57,2023-07-10 05:13:25.000000,2021-11-18 09:11:56,63.0,,67.0,17.0,5.0,9.0,17.0,479.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
175,molecularGNN_smiles,,rep-learn,Apache-2.0,https://github.com/masashitsubaki/molecularGNN_smiles,"The code of a graph neural network (GNN) for molecules, which is based on learning representations of r-radius..",9,False,,masashitsubaki/molecularGNN_smiles,https://github.com/masashitsubaki/molecularGNN_smiles,2018-11-06 00:25:26,2020-11-28 02:04:45.000000,2020-11-28 02:04:45,79.0,,75.0,6.0,,6.0,1.0,285.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
176,DimeNet,,ml-iap,https://github.com/gasteigerjo/dimenet/blob/master/LICENSE.md,https://github.com/gasteigerjo/dimenet,"DimeNet and DimeNet++ models, as proposed in Directional Message Passing for Molecular Graphs (ICLR 2020) and Fast and..",9,True,,gasteigerjo/dimenet,https://github.com/gasteigerjo/dimenet,2020-02-14 12:40:15,2023-10-03 09:57:19.000000,2023-10-03 09:57:19,103.0,,57.0,4.0,,1.0,30.0,278.0,,,,2.0,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
177,MoLFormers UI,,community,Apache-2.0,https://molformer.res.ibm.com/,A family of foundation models trained on chemicals.,9,True,"['transformer', 'language-models', 'pre-trained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2023-10-16 16:34:25.000000,2023-10-16 16:33:13,7.0,,40.0,10.0,3.0,8.0,10.0,225.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
178,MoLFormer,,language-models,Apache-2.0,https://github.com/IBM/molformer,Repository for MolFormer.,9,True,"['transformer', 'pre-trained', 'drug-discovery']",IBM/molformer,https://github.com/IBM/molformer,2022-11-07 18:48:17,2023-10-16 16:34:25.000000,2023-10-16 16:33:13,7.0,,40.0,10.0,3.0,8.0,10.0,225.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
179,SchNet,,ml-iap,MIT,https://github.com/atomistic-machine-learning/SchNet,SchNet - a deep learning architecture for quantum chemistry.,9,False,,atomistic-machine-learning/SchNet,https://github.com/atomistic-machine-learning/SchNet,2017-10-03 11:52:20,2018-09-04 08:42:35.000000,2018-09-04 08:42:34,53.0,,65.0,16.0,,1.0,2.0,211.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
180,QDF for molecule,,ml-esm,MIT,https://github.com/masashitsubaki/QuantumDeepField_molecule,"Quantum deep field: data-driven wave function, electron density generation, and energy prediction and extrapolation..",9,False,,masashitsubaki/QuantumDeepField_molecule,https://github.com/masashitsubaki/QuantumDeepField_molecule,2020-11-11 01:06:09,2021-02-20 03:46:18.000000,2021-02-20 03:46:09,20.0,,40.0,4.0,,1.0,3.0,194.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
181,Equiformer,,rep-learn,MIT,https://github.com/atomicarchitects/equiformer,[ICLR23 Spotlight] Equiformer: Equivariant Graph Attention Transformer for 3D Atomistic Graphs.,9,True,['transformer'],atomicarchitects/equiformer,https://github.com/atomicarchitects/equiformer,2023-02-28 00:21:30,2024-07-18 10:32:27.000000,2024-07-18 10:32:17,6.0,3.0,35.0,5.0,1.0,5.0,7.0,183.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
182,GemNet,,ml-iap,https://github.com/TUM-DAML/gemnet_pytorch/blob/master/LICENSE,https://github.com/TUM-DAML/gemnet_pytorch,"GemNet model in PyTorch, as proposed in GemNet: Universal Directional Graph Neural Networks for Molecules (NeurIPS..",9,False,,TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,2021-10-11 07:30:36,2023-04-26 14:20:12.000000,2023-04-26 14:20:12,36.0,,27.0,4.0,1.0,,14.0,173.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
183,MolSkill,,language-models,MIT,https://github.com/microsoft/molskill,Extracting medicinal chemistry intuition via preference machine learning.,9,True,"['drug-discovery', 'recommender']",microsoft/molskill,https://github.com/microsoft/molskill,2023-01-12 13:48:31,2023-10-31 17:03:36.000000,2023-10-31 17:03:36,81.0,,8.0,7.0,8.0,2.0,3.0,100.0,2023-08-04 12:22:15,1.2b,5.0,4.0,,msr-ai4science/molskill,,,,,15.0,https://anaconda.org/msr-ai4science/molskill,2023-06-18 17:27:43.196,262.0,3.0,,,,,,,,,,,,,,,,,
184,ACE.jl,,ml-iap,https://github.com/ACEsuit/ACE.jl/blob/main/license/mit.md,https://github.com/ACEsuit/ACE.jl,Parameterisation of Equivariant Properties of Particle Systems.,9,False,['lang-julia'],ACEsuit/ACE.jl,https://github.com/ACEsuit/ACE.jl,2019-11-30 16:22:51,2023-06-09 21:31:30.000000,2023-06-09 21:29:10,912.0,,15.0,8.0,65.0,24.0,58.0,66.0,,,,12.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
185,GATGNN: Global Attention Graph Neural Network,,rep-learn,MIT,https://github.com/superlouis/GATGNN,Pytorch Repository for our work: Graph convolutional neural networks with global attention for improved materials..,9,False,,superlouis/GATGNN,https://github.com/superlouis/GATGNN,2020-06-21 03:27:36,2022-10-03 21:57:33.000000,2022-10-03 21:57:33,99.0,,17.0,8.0,,3.0,3.0,66.0,2021-04-05 06:49:29,0.2,2.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
186,PROPhet,,ml-dft,GPL-3.0,https://github.com/biklooost/PROPhet,PROPhet is a code to integrate machine learning techniques with first-principles quantum chemistry approaches.,9,False,"['ml-iap', 'md', 'single-paper', 'lang-cpp']",biklooost/PROPhet,https://github.com/biklooost/PROPhet,2016-09-16 16:21:06,2018-04-19 02:09:46.000000,2018-04-19 02:00:46,120.0,,26.0,14.0,6.0,9.0,7.0,62.0,2018-04-15 16:55:15,1.2,3.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
187,graphite,,rep-learn,MIT,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,9,True,,llnl/graphite,https://github.com/LLNL/graphite,2022-06-27 19:15:27,2024-05-13 22:09:37.000000,2024-05-13 22:09:36,28.0,3.0,9.0,5.0,4.0,2.0,1.0,52.0,,,,2.0,,,11.0,11.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
188,pair_allegro,,md,MIT,https://github.com/mir-group/pair_allegro,LAMMPS pair style for Allegro deep learning interatomic potentials with parallelization support.,9,True,"['ml-iap', 'rep-learn']",mir-group/pair_allegro,https://github.com/mir-group/pair_allegro,2021-08-09 17:26:51,2024-06-05 17:00:50.000000,2024-06-05 17:00:50,101.0,10.0,7.0,10.0,3.0,8.0,18.0,34.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
189,lie-nn,,math,MIT,https://github.com/lie-nn/lie-nn,Tools for building equivariant polynomials on reductive Lie groups.,9,False,['rep-learn'],lie-nn/lie-nn,https://github.com/lie-nn/lie-nn,2022-04-01 18:02:49,2023-06-29 19:38:34.000000,2023-06-20 22:30:53,249.0,,1.0,8.0,3.0,,,26.0,2023-06-20 22:31:12,0.0.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
190,PACE,,md,https://github.com/ICAMS/lammps-user-pace/blob/main/LICENSE,https://github.com/ICAMS/lammps-user-pace,"The LAMMPS ML-IAP `pair_style pace`, aka Atomic Cluster Expansion (ACE), aka ML-PACE,..",9,True,,ICAMS/lammps-user-pace,https://github.com/ICAMS/lammps-user-pace,2021-02-25 10:04:48,2024-07-10 09:17:44.000000,2023-11-27 21:28:13,59.0,,10.0,6.0,16.0,,6.0,21.0,2023-11-25 21:58:41,.2023.11.25.fix,6.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
191,CBFV,,rep-eng,,https://github.com/Kaaiian/CBFV,Tool to quickly create a composition-based feature vector.,9,False,,kaaiian/CBFV,https://github.com/Kaaiian/CBFV,2019-09-05 23:07:46,2022-03-30 05:47:53.000000,2021-10-24 17:10:17,49.0,,6.0,4.0,7.0,5.0,5.0,21.0,,,,3.0,CBFV,,8.0,8.0,https://pypi.org/project/CBFV,172.0,172.0,,,,3.0,,,,,,,,,,,,,,,,,
192,GElib,,math,MPL-2.0,https://github.com/risi-kondor/GElib,C++/CUDA library for SO(3) equivariant operations.,9,True,['lang-cpp'],risi-kondor/GElib,https://github.com/risi-kondor/GElib,2021-08-24 20:56:40,2024-06-24 21:41:49.000000,2024-04-26 16:10:12,601.0,3.0,3.0,3.0,4.0,2.0,3.0,19.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
193,TurboGAP,,ml-iap,https://github.com/mcaroba/turbogap/blob/master/LICENSE.md,https://github.com/mcaroba/turbogap,The TurboGAP code.,9,True,['lang-fortran'],mcaroba/turbogap,https://github.com/mcaroba/turbogap,2021-05-02 09:19:05,2024-07-19 15:20:41.000000,2024-07-09 06:58:53,309.0,20.0,8.0,9.0,7.0,6.0,3.0,16.0,,,,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
194,BenchML,,rep-eng,Apache-2.0,https://github.com/capoe/benchml,ML benchmarking and pipeling framework.,9,False,['benchmarking'],capoe/benchml,https://github.com/capoe/benchml,2020-04-28 13:26:29,2023-05-24 15:13:06.000000,2023-05-24 15:04:57,341.0,,4.0,5.0,7.0,3.0,10.0,15.0,,,,9.0,benchml,,,,https://pypi.org/project/benchml,74.0,74.0,,,,3.0,,,,,,,,,,,,,,,,,
195,OPTIMADE Tutorial Exercises,,educational,MIT,https://github.com/Materials-Consortia/optimade-tutorial-exercises,Tutorial exercises for the OPTIMADE API.,9,True,['datasets'],Materials-Consortia/optimade-tutorial-exercises,https://github.com/Materials-Consortia/optimade-tutorial-exercises,2021-08-25 17:33:15,2023-09-27 08:32:31.000000,2023-09-27 08:32:30,49.0,,7.0,12.0,15.0,,3.0,14.0,2023-06-12 07:47:14,2.0.1,5.0,6.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
196,optimade.science,,community,MIT,https://optimade.science,A sky-scanner Optimade browser-only GUI.,9,True,['datasets'],tilde-lab/optimade.science,https://github.com/tilde-lab/optimade.science,2019-06-08 14:10:54,2024-06-10 12:03:39.000000,2024-06-10 12:03:39,247.0,4.0,2.0,4.0,32.0,7.0,19.0,8.0,2023-03-02 20:13:25,2.0.0,1.0,8.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
197,ACEfit,,ml-iap,MIT,https://github.com/ACEsuit/ACEfit.jl,,9,True,['lang-julia'],ACEsuit/ACEfit.jl,https://github.com/ACEsuit/ACEfit.jl,2022-01-01 00:09:17,2024-03-28 04:12:02.000000,2024-03-28 04:03:02,221.0,,5.0,4.0,21.0,22.0,33.0,8.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
198,2DMD dataset,,datasets,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design/blob/main/docs/DATA.md,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,True,['material-defect'],HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000000,2023-11-21 11:30:33,1118.0,,3.0,8.0,28.0,,12.0,6.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
199,ai4material_design,,rep-learn,Apache-2.0,https://github.com/HSE-LAMBDA/ai4material_design,"Code for Kazeev, N., Al-Maeeni, A.R., Romanov, I. et al. Sparse representation for machine learning the properties of..",9,True,"['pre-trained', 'material-defect']",HSE-LAMBDA/ai4material_design,https://github.com/HSE-LAMBDA/ai4material_design,2021-03-25 10:06:20,2023-11-21 11:30:42.000000,2023-11-21 11:30:33,1118.0,,3.0,8.0,28.0,,12.0,6.0,,,,11.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
200,Awesome Neural Geometry,,community,,https://github.com/neurreps/awesome-neural-geometry,"A curated collection of resources and research related to the geometry of representations in the brain, deep networks,..",8,True,"['educational', 'rep-learn']",neurreps/awesome-neural-geometry,https://github.com/neurreps/awesome-neural-geometry,2022-07-31 01:19:57,2024-07-17 18:47:49.000000,2024-07-17 18:47:49,124.0,2.0,55.0,29.0,12.0,,1.0,873.0,,,,11.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
201,RDKit Tutorials,,educational,https://github.com/rdkit/rdkit-tutorials/blob/master/LICENSE,https://github.com/rdkit/rdkit-tutorials,Tutorials to learn how to work with the RDKit.,8,False,,rdkit/rdkit-tutorials,https://github.com/rdkit/rdkit-tutorials,2016-10-07 03:34:01,2023-03-19 13:36:55.000000,2023-03-19 13:36:55,68.0,,70.0,17.0,7.0,3.0,1.0,249.0,,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
202,EquiformerV2,,rep-learn,MIT,https://github.com/atomicarchitects/equiformer_v2,[ICLR24] EquiformerV2: Improved Equivariant Transformer for Scaling to Higher-Degree Representations.,8,True,,atomicarchitects/equiformer_v2,https://github.com/atomicarchitects/equiformer_v2,2023-06-21 07:09:58,2024-07-16 05:51:32.000000,2024-07-16 05:51:23,16.0,7.0,23.0,5.0,,12.0,1.0,169.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
203,BestPractices,,educational,MIT,https://github.com/anthony-wang/BestPractices,Things that you should (and should not) do in your Materials Informatics research.,8,True,,anthony-wang/BestPractices,https://github.com/anthony-wang/BestPractices,2020-05-05 19:41:25,2023-11-17 02:58:25.000000,2023-11-17 02:58:25,17.0,,68.0,8.0,8.0,5.0,2.0,163.0,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
204,G-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/G-SchNet,G-SchNet - a generative model for 3d molecular structures.,8,False,,atomistic-machine-learning/G-SchNet,https://github.com/atomistic-machine-learning/G-SchNet,2019-10-21 13:48:59,2023-03-24 12:05:41.000000,2023-03-24 12:05:41,64.0,,25.0,7.0,,,10.0,129.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
205,A Highly Opinionated List of Open-Source Materials Informatics Resources,,community,MIT,https://github.com/ncfrey/resources,A Highly Opinionated List of Open Source Materials Informatics Resources.,8,False,,ncfrey/resources,https://github.com/ncfrey/resources,2020-11-17 23:47:07,2022-02-18 13:37:51.000000,2022-02-18 13:37:51,8.0,,22.0,9.0,,,,114.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
206,ANI-1 Dataset,,datasets,MIT,https://github.com/isayev/ANI1_dataset,A data set of 20 million calculated off-equilibrium conformations for organic molecules.,8,False,,isayev/ANI1_dataset,https://github.com/isayev/ANI1_dataset,2017-08-07 20:08:46,2022-08-08 15:56:17.000000,2022-08-08 15:56:17,25.0,,18.0,12.0,2.0,8.0,3.0,95.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
207,AIMNet,,ml-iap,MIT,https://github.com/aiqm/aimnet,Atoms In Molecules Neural Network Potential.,8,False,['single-paper'],aiqm/aimnet,https://github.com/aiqm/aimnet,2018-09-26 17:28:37,2019-11-21 23:49:01.000000,2019-11-21 23:49:00,7.0,,23.0,10.0,2.0,4.0,,92.0,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
208,MoleculeNet Leaderboard,,datasets,MIT,https://github.com/deepchem/moleculenet,,8,False,['benchmarking'],deepchem/moleculenet,https://github.com/deepchem/moleculenet,2020-02-24 18:14:05,2021-04-29 19:51:06.000000,2021-04-29 19:51:06,78.0,,19.0,5.0,15.0,23.0,5.0,85.0,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
209,MACE-Jax,,ml-iap,MIT,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,8,True,,ACEsuit/mace-jax,https://github.com/ACEsuit/mace-jax,2023-02-06 12:10:16,2023-10-04 08:07:35.000000,2023-10-04 08:07:35,207.0,,3.0,11.0,1.0,2.0,3.0,55.0,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
210,cG-SchNet,,generative,MIT,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures.,8,False,,atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,2021-12-02 15:35:18,2023-03-24 12:09:56.000000,2023-03-24 12:09:56,28.0,,15.0,3.0,,,3.0,47.0,2022-02-21 13:36:41,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
211,Sketchmap,,unsupervised,GPL-3.0,https://github.com/lab-cosmo/sketchmap,Suite of programs to perform non-linear dimensionality reduction -- sketch-map in particular.,8,False,['lang-cpp'],lab-cosmo/sketchmap,https://github.com/lab-cosmo/sketchmap,2014-05-20 09:33:32,2024-02-20 20:57:41.000000,2023-05-24 22:47:50,64.0,,10.0,32.0,1.0,3.0,5.0,44.0,,,,8.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
212,DeeperGATGNN,,rep-learn,MIT,https://github.com/usccolumbia/deeperGATGNN,Scalable graph neural networks for materials property prediction.,8,True,,usccolumbia/deeperGATGNN,https://github.com/usccolumbia/deeperGATGNN,2021-09-29 17:31:02,2024-01-19 18:11:52.000000,2024-01-19 18:11:38,25.0,,8.0,3.0,1.0,1.0,7.0,44.0,2022-03-08 02:14:28,1.0,1.0,3.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
213,PyNEP,,ml-iap,MIT,https://github.com/bigd4/PyNEP,A python interface of the machine learning potential NEP used in GPUMD.,8,True,,bigd4/PyNEP,https://github.com/bigd4/PyNEP,2022-03-21 06:27:13,2024-06-01 09:06:22.000000,2024-06-01 09:06:22,80.0,3.0,16.0,2.0,15.0,4.0,7.0,42.0,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
214,GAP,,ml-iap,https://github.com/libAtoms/GAP/blob/main/LICENSE.md,https://libatoms.github.io/,Gaussian Approximation Potential (GAP).,8,True,,libAtoms/GAP,https://github.com/libAtoms/GAP,2021-03-22 14:48:56,2024-07-19 14:11:30.000000,2024-07-19 14:11:30,205.0,2.0,20.0,11.0,66.0,,,39.0,,,,13.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
215,SNAP,,ml-iap,BSD-3-Clause,https://github.com/materialsvirtuallab/snap,Repository for spectral neighbor analysis potential (SNAP) model development.,8,False,,materialsvirtuallab/snap,https://github.com/materialsvirtuallab/snap,2017-06-26 21:56:00,2020-06-30 05:20:37.000000,2020-06-30 05:20:37,38.0,,17.0,11.0,1.0,1.0,3.0,36.0,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
216,AdsorbML,,rep-learn,MIT,https://github.com/Open-Catalyst-Project/AdsorbML,,8,True,"['surface-science', 'single-paper']",Open-Catalyst-Project/AdsorbML,https://github.com/Open-Catalyst-Project/AdsorbML,2022-11-30 01:38:20,2024-05-07 21:54:19.000000,2023-07-31 16:28:09,56.0,,4.0,7.0,11.0,3.0,1.0,33.0,,,,5.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
217,Atomistic Adversarial Attacks,,ml-iap,MIT,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,Code for performing adversarial attacks on atomistic systems using NN potentials.,8,False,['probabilistic'],learningmatter-mit/Atomistic-Adversarial-Attacks,https://github.com/learningmatter-mit/Atomistic-Adversarial-Attacks,2021-03-28 17:39:52,2022-10-03 16:19:31.000000,2022-10-03 16:19:29,33.0,,7.0,5.0,1.0,,1.0,30.0,2021-07-19 18:09:36,1.0.1,1.0,6.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
218,CGAT,,rep-learn,MIT,https://github.com/hyllios/CGAT,Crystal graph attention neural networks for materials prediction.,8,False,,hyllios/CGAT,https://github.com/hyllios/CGAT,2021-03-28 09:51:15,2023-07-18 12:04:35.000000,2023-01-10 22:31:07,153.0,,8.0,3.0,1.0,,1.0,25.0,2023-07-18 12:04:35,0.1,1.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
219,FAENet,,rep-learn,MIT,https://github.com/vict0rsch/faenet,,8,False,,vict0rsch/faenet,https://github.com/vict0rsch/faenet,2023-02-10 22:10:27,2023-10-12 08:46:26.000000,2023-10-12 08:46:22,125.0,,2.0,3.0,5.0,,,25.0,2023-09-12 04:00:49,0.1.2,1.0,3.0,faenet,,2.0,2.0,https://pypi.org/project/faenet,87.0,87.0,,,,3.0,,,,,,,,,,,,,,,,,
220,ACE1.jl,,ml-iap,https://github.com/ACEsuit/ACE1.jl/blob/main/ASL.md,https://acesuit.github.io/,Atomic Cluster Expansion for Modelling Invariant Atomic Properties.,8,True,['lang-julia'],ACEsuit/ACE1.jl,https://github.com/ACEsuit/ACE1.jl,2022-01-14 19:52:49,2024-07-02 14:12:25.000000,2024-07-02 14:12:23,558.0,1.0,7.0,5.0,30.0,22.0,24.0,20.0,,,,9.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
