,name,resource,category,homepage,description,projectrank,show,labels,docs_url,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,github_release_downloads,trending,gitlab_id,npm_id,npm_url,npm_monthly_downloads,label,gitlab_url
179,SchNOrb,,ml-wft,https://github.com/atomistic-machine-learning/SchNOrb,Unifying machine learning and quantum chemistry with a deep neural network for molecular wavefunctions.,5,False,,,atomistic-machine-learning/SchNOrb,,,https://github.com/atomistic-machine-learning/SchNOrb,MIT,2019-09-17 12:41:48,2019-09-17 14:31:47.000000,2019-09-17 14:31:19,2.0,,16.0,4.0,,1.0,,49.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
180,hippynn,,representation-learning,https://github.com/lanl/hippynn,python library for atomistic machine learning.,5,True,['workflows'],https://lanl.github.io/hippynn/,lanl/hippynn,,,https://github.com/lanl/hippynn,,2021-11-17 00:45:13,2023-05-18 19:12:44.000000,2023-03-30 21:54:48,83.0,1.0,17.0,6.0,32.0,,1.0,39.0,,,,,,9.0,,,,,,,3.0,,,,,,,,,,,,,
181,Machine Learning for Materials Hard and Soft,,educational,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,ESI-DCAFM-TACO-VDSP Summer School on Machine Learning for Materials Hard and Soft.,5,True,,,CompPhysVienna/MLSummerSchoolVienna2022,,,https://github.com/CompPhysVienna/MLSummerSchoolVienna2022,,2022-07-01 08:42:41,2022-07-22 08:10:24.000000,2022-07-22 08:10:24,49.0,,16.0,1.0,14.0,,,29.0,,,,,,11.0,,,,,,,3.0,,,,,,,,,,,,,
182,MACE-Jax,,mlp,https://github.com/ACEsuit/mace-jax,Equivariant machine learning interatomic potentials in JAX.,5,True,,,ACEsuit/mace-jax,,,https://github.com/ACEsuit/mace-jax,,2023-02-06 12:10:16,2023-06-01 14:37:13.000000,2023-06-01 14:17:35,200.0,11.0,1.0,8.0,1.0,,1.0,28.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
183,milad,,generative,https://github.com/muhrin/milad,Moment Invariants Local Atomic Descriptor.,5,True,,,muhrin/milad,,,https://github.com/muhrin/milad,,2020-04-23 09:14:24,2022-12-03 10:40:05.000000,2022-12-03 10:39:59,110.0,,,4.0,,,,26.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,
184,MACE-Layer,,representation-learning,https://github.com/ACEsuit/mace-layer,Higher order equivariant graph neural networks for 3D point clouds.,5,True,,,ACEsuit/mace-layer,,,https://github.com/ACEsuit/mace-layer,MIT,2022-11-09 17:03:41,2023-06-06 10:09:58.000000,2023-06-06 10:09:58,19.0,3.0,2.0,6.0,1.0,1.0,,20.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
185,charge_transfer_nnp,,representation-learning,https://github.com/pfnet-research/charge_transfer_nnp,Graph neural network potential with charge transfer.,5,False,['electrostatics'],,pfnet-research/charge_transfer_nnp,,,https://github.com/pfnet-research/charge_transfer_nnp,MIT,2022-04-06 01:48:18,2022-04-06 01:53:35.000000,2022-04-06 01:53:22,1.0,,4.0,12.0,,,,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
186,SCFNN,,representation-learning,https://github.com/andy90/SCFNN,Self-consistent determination of long-range electrostatics in neural network potentials.,5,False,"['C++', 'electrostatics', 'single-paper']",,andy90/SCFNN,,,https://github.com/andy90/SCFNN,MIT,2021-09-22 12:02:00,2022-01-30 02:29:03.000000,2022-01-24 09:40:40,10.0,,8.0,2.0,,,,13.0,2022-01-30 02:29:04,1.0.0,1.0,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
187,rxngenerator,,generative,https://github.com/tsudalab/rxngenerator,A generative model for molecular generation via multi-step chemical reactions.,5,True,,,tsudalab/rxngenerator,,,https://github.com/tsudalab/rxngenerator,MIT,2021-06-18 07:44:53,2022-08-09 07:21:44.000000,2022-08-09 07:21:05,16.0,,2.0,9.0,2.0,1.0,,11.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
188,CatGym,,reinforcement-learning,https://github.com/ulissigroup/catgym,Surface segregation using Deep Reinforcement Learning.,5,False,,,ulissigroup/catgym,,,https://github.com/ulissigroup/catgym,,2019-08-06 19:25:27,2021-08-30 17:05:36.000000,2021-08-30 17:05:32,162.0,,2.0,4.0,,1.0,,9.0,,,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,
189,graphite,,representation-learning,https://github.com/LLNL/graphite,A repository for implementing graph network models based on atomic structures.,5,True,,,llnl/graphite,,,https://github.com/LLNL/graphite,,2022-06-27 19:15:27,2023-06-10 03:10:09.000000,2023-06-10 03:10:06,11.0,4.0,3.0,7.0,,,,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
190,ACEHAL,,active-learning,https://github.com/ACEsuit/ACEHAL,Hyperactive Learning (HAL) Python interface for building Atomic Cluster Expansion potentials.,5,True,"['Julia', 'active-learning']",,ACEsuit/ACEHAL,,,https://github.com/ACEsuit/ACEHAL,,2023-02-24 17:33:47,2023-05-09 09:37:27.000000,2023-05-09 09:37:26,107.0,20.0,2.0,6.0,13.0,3.0,5.0,7.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
191,Alchemical learning,,mlp,https://github.com/Luthaf/alchemical-learning,Code for the Modeling high-entropy transition metal alloys with alchemical compression article.,5,False,,,Luthaf/alchemical-learning,,,https://github.com/Luthaf/alchemical-learning,BSD-3-Clause,2021-12-02 17:02:00,2023-04-24 18:35:45.000000,2023-04-07 10:19:10,120.0,1.0,1.0,6.0,1.0,,4.0,2.0,,,,,,10.0,,,,,,,3.0,,,,,,,,,,,,,
192,MolSLEPA,,generative,https://github.com/tsudalab/MolSLEPA,Interpretable Fragment-based Molecule Design with Self-learning Entropic Population Annealing.,5,False,['xai'],,tsudalab/MolSLEPA,,,https://github.com/tsudalab/MolSLEPA,MIT,2023-04-10 15:04:55,2023-04-13 12:48:49.000000,2023-04-13 12:48:49,11.0,11.0,,8.0,2.0,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
193,COSMO tools,,others,https://github.com/lab-cosmo/cosmo-tools,"Scripts, jupyter nbs, and general helpful stuff from COSMO by COSMO.",5,False,,,lab-cosmo/cosmo-tools,,,https://github.com/lab-cosmo/cosmo-tools,,2018-11-06 09:40:00,2022-11-25 11:19:48.000000,2022-11-25 11:19:29,59.0,,3.0,22.0,,,,1.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,
194,Computational Autonomy for Materials Discovery (CAMD),,materials-discovery,https://github.com/ulissigroup/CAMD,Agent-based sequential learning software for materials discovery.,5,False,,,ulissigroup/CAMD,,,https://github.com/ulissigroup/CAMD,Apache-2.0,2023-01-10 19:42:57,2023-01-10 19:49:35.000000,2023-01-10 19:49:13,1336.0,,,1.0,,,,1.0,,,,,,17.0,,,,,,,2.0,,,,,,,,,,,,,
195,MAChINE,,educational,https://github.com/aimat-lab/MAChINE,Client-Server Web App to introduce usage of ML in materials science to beginners.,5,False,,,aimat-lab/MAChINE,,,https://github.com/aimat-lab/MAChINE,MIT,2023-04-17 14:29:06,2023-06-12 15:40:41.000000,2023-05-04 08:50:38,920.0,7.0,,,1.0,12.0,2.0,1.0,,,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,
196,linear-regression-benchmarks,,datasets,https://github.com/BingqingCheng/linear-regression-benchmarks,Data sets used for linear regression benchmarks.,5,False,"['benchmarking', 'single-paper']",,BingqingCheng/linear-regression-benchmarks,,,https://github.com/BingqingCheng/linear-regression-benchmarks,MIT,2020-04-16 20:48:28,2022-01-26 08:29:46.000000,2022-01-26 08:29:46,24.0,,,3.0,2.0,,,1.0,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
197,MALADA,,ml-dft,https://github.com/mala-project/malada,MALA Data Acquisition: Helpful tools to build data for MALA.,5,True,,,mala-project/malada,,,https://github.com/mala-project/malada,BSD-3-Clause,2021-07-26 05:46:08,2023-05-24 09:18:24.000000,2023-05-24 09:18:24,111.0,15.0,1.0,2.0,4.0,17.0,2.0,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
198,atom_by_atom,,representation-learning,https://github.com/learningmatter-mit/atom_by_atom,Atom-by-atom design of metal oxide catalysts for the oxygen evolution reaction with Machine Learning.,5,True,"['surface-science', 'single-paper']",,learningmatter-mit/atom_by_atom,,,https://github.com/learningmatter-mit/atom_by_atom,,2023-05-30 20:18:00,2023-06-07 16:43:49.000000,2023-06-07 16:43:49,50.0,50.0,,3.0,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
199,ML-in-chemistry-101,,educational,https://github.com/BingqingCheng/ML-in-chemistry-101,The course materials for Machine Learning in Chemistry 101.,4,False,,,BingqingCheng/ML-in-chemistry-101,,,https://github.com/BingqingCheng/ML-in-chemistry-101,,2020-02-09 17:47:07,2020-10-19 08:10:31.000000,2020-10-19 08:10:30,13.0,,14.0,2.0,,,,49.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
200,DeepH-E3,,ml-dft,https://github.com/Xiaoxun-Gong/DeepH-E3,General framework for E(3)-equivariant neural network representation of density functional theory Hamiltonian.,4,False,['magnetism'],,Xiaoxun-Gong/DeepH-E3,,,https://github.com/Xiaoxun-Gong/DeepH-E3,MIT,2023-03-16 11:25:58,2023-04-04 13:27:01.000000,2023-04-04 13:26:27,16.0,3.0,6.0,3.0,,,2.0,20.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
201,GLAMOUR,,representation-learning,https://github.com/learningmatter-mit/GLAMOUR,Graph Learning over Macromolecule Representations.,4,False,['single-paper'],,learningmatter-mit/GLAMOUR,,,https://github.com/learningmatter-mit/GLAMOUR,,2021-08-20 18:16:40,2022-12-31 17:56:21.000000,2022-12-31 17:56:21,14.0,,5.0,3.0,,,8.0,17.0,2021-08-23 18:58:52,0.1,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,
202,glp,,mlp,https://github.com/sirmarcel/glp,tools for graph-based machine-learning potentials in jax.,4,False,,,sirmarcel/glp,,,https://github.com/sirmarcel/glp,MIT,2023-03-27 15:19:40,2023-05-05 15:30:27.000000,2023-05-05 15:30:18,8.0,8.0,,1.0,,,,10.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
203,TensorPotential,,mlp,https://cortner.github.io/ACEweb,"TensorFlow based interface for ML potentials development, fitting and evaluation.",4,False,,,ICAMS/TensorPotential,,,https://github.com/ICAMS/TensorPotential,,2021-12-08 12:10:04,2023-05-04 15:18:12.000000,2023-05-04 15:18:06,17.0,7.0,3.0,2.0,2.0,,,5.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
204,PANNA,,mlp,https://gitlab.com/PANNAdevs/panna,A package to train and validate all-to-all connected network models for BP[1] and modified-BP[2] type local atomic..,4,False,['benchmarking'],https://pannadevs.gitlab.io/pannadoc/,,,,,,2018-11-09 10:47:48,2018-11-09 10:47:48.000000,,,,10.0,,,,,5.0,,,2.0,,,,,,,,,,3.0,,,,,,,,PANNAdevs/panna,,,,,https://gitlab.com/PANNAdevs/panna
205,charge-density-models,,ml-dft,https://github.com/ulissigroup/charge-density-models,Tools to build charge density models using ocpmodels.,4,False,,,ulissigroup/charge-density-models,,,https://github.com/ulissigroup/charge-density-models,MIT,2022-06-22 13:47:53,2023-05-18 18:37:07.000000,2023-05-18 18:37:07,94.0,7.0,1.0,2.0,13.0,,1.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
206,magnetism-prediction,,representation-engineering,https://github.com/dppant/magnetism-prediction,DFT-aided Machine Learning Search for Magnetism in Fe-based Bimetallic Chalcogenides.,4,False,"['magnetism', 'single-paper']",,dppant/magnetism-prediction,,,https://github.com/dppant/magnetism-prediction,Apache-2.0,2022-09-13 03:58:10,2023-01-28 17:59:03.000000,2023-01-28 17:58:49,44.0,,,3.0,,,,1.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
207,Wigner Kernels,,math,https://github.com/lab-cosmo/wigner_kernels,Collection of programs to benchmark Wigner kernels.,4,False,['benchmarking'],,lab-cosmo/wigner_kernels,,,https://github.com/lab-cosmo/wigner_kernels,,2022-12-08 12:28:26,2023-05-19 06:41:08.000000,2023-05-19 06:40:47,105.0,7.0,,1.0,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,
208,MLatom,,general-tools,http://mlatom.com/,Machine learning for atomistic simulations.,4,False,,http://mlatom.com/manual/,,MLatom,,,https://creativecommons.org/licenses/by-nc-nd/4.0/,,,,,,,,,,,,,,,,,,https://pypi.org/project/MLatom,185.0,185.0,,,,3.0,,,,,,,1.0,,,,,,
209,CSNN,,ml-dft,https://github.com/foxjas/CSNN,Primary codebase of CSNN - Concentric Spherical Neural Network for 3D Representation Learning.,4,False,,,foxjas/CSNN,,,https://github.com/foxjas/CSNN,BSD-3-Clause,2022-05-19 15:40:49,2022-10-11 04:27:40.000000,2022-10-11 04:27:40,6.0,,,1.0,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,
210,Coarse-Graining-Auto-encoders,,unsupervised,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,,3,False,['single-paper'],,learningmatter-mit/Coarse-Graining-Auto-encoders,,,https://github.com/learningmatter-mit/Coarse-Graining-Auto-encoders,,2019-09-16 15:27:57,2019-08-16 21:39:34.000000,2019-08-16 21:39:33,14.0,,7.0,6.0,,,,18.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
211,Graph Transport Network,,representation-learning,https://github.com/gasteigerjo/gtn,"Graph transport network (GTN), as proposed in Scalable Optimal Transport in High Dimensions for Graph Distances,..",3,False,['transport-phenomena'],,gasteigerjo/gtn,,,https://github.com/gasteigerjo/gtn,,2021-07-11 23:36:22,2023-04-26 14:22:00.000000,2023-04-26 14:22:00,9.0,1.0,3.0,2.0,,,,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
212,ML-DFT,,ml-dft,https://github.com/MihailBogojeski/ml-dft,A package for density functional approximation using machine learning.,3,False,,,MihailBogojeski/ml-dft,,,https://github.com/MihailBogojeski/ml-dft,MIT,2020-09-14 22:15:56,2020-09-18 16:36:30.000000,2020-09-18 16:36:30,9.0,,6.0,2.0,,,1.0,13.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
213,CSPML (crystal structure prediction with machine learning-based element substitution),,materials-discovery,https://github.com/Minoru938/CSPML,Original implementation of CSPML.,3,False,['structure-prediction'],,minoru938/cspml,,,https://github.com/Minoru938/CSPML,,2022-01-15 10:59:27,2022-06-02 23:26:26.000000,2022-06-02 23:26:26,7.0,,7.0,2.0,,1.0,,11.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
214,AGOX,,materials-discovery,https://gitlab.com/agox/agox,AGOX is a package for global optimization of atomic system using e.g. the energy calculated from density functional..,3,False,['structure-optimization'],https://agox.gitlab.io/agox/,,agox,,,,2022-03-08 09:08:13,2022-03-08 09:08:13.000000,,,,2.0,,,7.0,2.0,10.0,,,2.0,,,,https://pypi.org/project/agox,21.0,21.0,,,,2.0,,,,,,,,agox/agox,,,,,https://gitlab.com/agox/agox
215,FieldSchNet,,representation-learning,https://github.com/atomistic-machine-learning/field_schnet,,3,False,,,atomistic-machine-learning/field_schnet,,,https://github.com/atomistic-machine-learning/field_schnet,,2020-11-18 10:26:59,2022-05-19 09:28:38.000000,2022-05-19 09:28:38,26.0,,3.0,4.0,1.0,,,9.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
216,SPINNER,,materials-discovery,https://github.com/MDIL-SNU/SPINNER,SPINNER (Structure Prediction of Inorganic crystals using Neural Network potentials with Evolutionary and Random..,3,False,"['C++', 'structure-prediction']",https://spinner-csp.readthedocs.io/,MDIL-SNU/SPINNER,,,https://github.com/MDIL-SNU/SPINNER,GPL-3.0,2021-07-15 02:10:58,2021-11-25 07:58:15.000000,2021-11-25 07:58:15,102.0,,2.0,1.0,,1.0,,7.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
217,3DSC Database,,datasets,https://github.com/aimat-lab/3DSC,Repo for the paper publishing the superconductor database with 3D crystal structures.,3,False,"['superconductor', 'materials-discovery']",,aimat-lab/3DSC,,,https://github.com/aimat-lab/3DSC,,2021-11-02 09:07:57,2023-02-18 10:34:42.000000,2023-02-18 10:34:42,46.0,,2.0,2.0,,,,5.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
218,ACEatoms,,general-tools,https://github.com/ACEsuit/ACEatoms.jl,Generic code for modelling atomic properties using ACE.,3,False,['Julia'],,ACEsuit/ACEatoms.jl,,,https://github.com/ACEsuit/ACEatoms.jl,,2021-03-23 23:50:03,2023-01-13 21:35:06.000000,2023-01-13 21:28:08,134.0,,1.0,3.0,14.0,4.0,3.0,2.0,,,,,,10.0,,,,,,,3.0,,,,,,,,,,,,,
219,e3psi,,ml-esm,https://github.com/muhrin/e3psi,Equivariant machine learning library for learning from electronic structures.,3,False,,,muhrin/e3psi,,,https://github.com/muhrin/e3psi,LGPL-3.0,2022-08-08 10:48:30,2023-05-09 17:17:27.000000,2023-04-10 17:04:33,14.0,4.0,,2.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
220,ACE Workflows,,mlp,https://github.com/ACEsuit/ACEworkflows,Workflow Examples for ACE Models.,3,False,"['Julia', 'workflows']",,ACEsuit/ACEworkflows,,,https://github.com/ACEsuit/ACEworkflows,,2023-04-04 16:57:36,2023-06-12 04:14:57.000000,2023-05-17 16:21:43,15.0,15.0,,3.0,5.0,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
221,Magpie,,general-tools,https://bitbucket.org/wolverton/magpie/,Materials Agnostic Platform for Informatics and Exploration (Magpie).,3,False,['Java'],,,,,,MIT,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
222,Visual Graph Datasets,,datasets,https://github.com/aimat-lab/visual_graph_datasets,Datasets for the training of graph neural networks (GNNs) and subsequent visualization of attributional explanations..,3,False,,,aimat-lab/visual_graph_datasets,,,https://github.com/aimat-lab/visual_graph_datasets,,2023-06-01 11:33:18,2023-06-12 15:19:12.000000,2023-06-12 15:19:08,4.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
223,MEGAN: Multi Explanation Graph Attention Student,,xai,https://github.com/aimat-lab/graph_attention_student,Minimal implementation of graph attention student model architecture.,3,False,,,aimat-lab/graph_attention_student,,,https://github.com/aimat-lab/graph_attention_student,,2022-07-28 06:22:50,2023-06-01 11:38:01.000000,2023-06-01 11:36:47,13.0,7.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
224,xDeepH,,ml-dft,https://github.com/mzjb/xDeepH,Extended DeepH (xDeepH) method for magnetic materials.,2,False,"['magnetism', 'Julia']",,mzjb/xDeepH,,,https://github.com/mzjb/xDeepH,MIT,2023-02-23 12:56:49,2023-03-16 09:01:07.000000,2023-03-16 09:00:55,3.0,3.0,,1.0,,,,15.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
225,SingleNN,,mlp,https://github.com/lmj1029123/SingleNN,An efficient package for training and executing neural-network interatomic potentials.,2,False,['C++'],,lmj1029123/SingleNN,,,https://github.com/lmj1029123/SingleNN,,2020-03-11 18:36:16,2021-11-09 00:40:18.000000,2021-11-09 00:40:10,17.0,,1.0,1.0,,,,5.0,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
226,PiNN Lab,,educational,https://github.com/Teoroo-CMC/PiNN_lab,,2,False,,,Teoroo-CMC/PiNN_lab,,,https://github.com/Teoroo-CMC/PiNN_lab,GPL-3.0,2019-03-17 22:09:30,2023-05-01 15:59:56.000000,2023-05-01 15:59:22,9.0,3.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
227,BERT-PSIE-TC,,nlp,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,A dataset of Curie temperatures automatically extracted from scientific literature with the use of the BERT-PSIE..,2,False,['magnetism'],,StefanoSanvitoGroup/BERT-PSIE-TC,,,https://github.com/StefanoSanvitoGroup/BERT-PSIE-TC,MIT,2023-01-25 10:27:26,2023-01-30 08:53:20.000000,2023-01-30 08:53:20,23.0,,2.0,1.0,,,,2.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,
228,quantum-structure-ml,,general-tools,https://github.com/hgheiberger/quantum-structure-ml,Multi-class classification model for predicting the magnetic order of magnetic structures and a binary classification..,2,False,"['magnetism', 'benchmarking']",,hgheiberger/quantum-structure-ml,,,https://github.com/hgheiberger/quantum-structure-ml,,2020-10-05 01:11:01,2022-12-22 21:45:40.000000,2022-12-22 21:45:40,19.0,,,2.0,,,,1.0,2022-08-18 05:25:24,1.0.0,1.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,
229,BOSS,,materials-discovery,{},Bayesian Optimization Structure Search (BOSS).,2,False,['probabilistic'],https://cest-group.gitlab.io/boss/,cest-group/boss,aalto-boss,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/aalto-boss,439.0,439.0,,,,3.0,,,,,,,,,,,,,
230,gprep,,ml-dft,https://gitlab.com/jmargraf/gprep,Fitting DFTB repulsive potentials with GPR.,2,False,['single-paper'],,,,,,,2019-09-30 09:15:04,2019-09-30 09:15:04.000000,,,,0.0,,,,,,,,0.0,,,,,,,,,,3.0,,,,,,,,jmargraf/gprep,,,,,https://gitlab.com/jmargraf/gprep
231,MLIP-3,,mlp,https://gitlab.com/ashapeev/mlip-3,MLIP-3: Active learning on atomic environments with Moment Tensor Potentials (MTP).,1,False,['C++'],,,,,,,2023-04-24 14:05:53,2023-04-24 14:05:53.000000,,,,0.0,,,3.0,1.0,8.0,,,0.0,,,,,,,,,,3.0,,,,,,,,ashapeev/mlip-3,,,,,https://gitlab.com/ashapeev/mlip-3
232,MLDensity_tutorial,,educational,https://github.com/bfocassio/MLDensity_tutorial,Tutorial files to work with ML for the charge density in molecules and solids.,1,False,,,bfocassio/MLDensity_tutorial,,,https://github.com/bfocassio/MLDensity_tutorial,,2023-01-31 10:33:23,2023-02-22 19:20:32.000000,2023-02-22 19:20:32,8.0,,1.0,1.0,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
233,gkx: Green-Kubo Method in JAX,,representation-learning,https://github.com/sirmarcel/gkx,Green-Kubo + JAX + MLPs = Anharmonic Thermal Conductivities Done Fast.,1,False,['transport-phenomena'],,sirmarcel/gkx,,,https://github.com/sirmarcel/gkx,MIT,2023-04-30 12:25:16,2023-04-30 14:14:57.000000,2023-04-30 14:14:46,2.0,2.0,,1.0,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
234,q-pac,,ml-esm,https://gitlab.com/jmargraf/kqeq,Kernel charge equilibration method.,1,False,['electrostatics'],,,,,,,2020-11-15 20:11:27,2020-11-15 20:11:27.000000,,,,2.0,,,1.0,,2.0,,,0.0,,,,,,,,,,3.0,,,,,,,,jmargraf/kqeq,,,,,https://gitlab.com/jmargraf/kqeq
235,kdft,,ml-dft,https://gitlab.com/jmargraf/kdf,The Kernel Density Functional (KDF) code allows generating ML based DFT functionals.,1,False,,,,,,,,2020-11-07 21:50:22,2020-11-07 21:50:22.000000,,,,0.0,,,,,1.0,,,0.0,,,,,,,,,,3.0,,,,,,,,jmargraf/kdf,,,,,https://gitlab.com/jmargraf/kdf
236,MALA Tutorial,,educational,https://github.com/mala-project/mala_tutorial,A full MALA hands-on tutorial.,1,False,,,mala-project/mala_tutorial,,,https://github.com/mala-project/mala_tutorial,,2023-03-09 14:01:54,2023-03-20 12:13:27.000000,2023-03-20 12:13:17,23.0,7.0,,2.0,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
237,SISSO++,,representations,https://gitlab.com/sissopp_developers/sissopp,C++ Implementation of SISSO with python bindings.,1,False,['C++'],,,,,,,2021-04-30 14:20:59,2021-04-30 14:20:59.000000,,,,2.0,,,,10.0,1.0,,,1.0,,,,,,,,,,3.0,,,,,,,,sissopp_developers/sissopp,,,,,https://gitlab.com/sissopp_developers/sissopp
238,AMP,,representations,,Amp is an open-source package designed to easily bring machine-learning to atomistic calculations.,1,False,,https://amp.readthedocs.io/,,amp-atomistics,,,,,,,,,,,,,,,,,,,,,https://pypi.org/project/amp-atomistics,58.0,58.0,,,,3.0,,,,,,,-1.0,,,,,,
239,Point Edge Transformer,,representation-learning,https://zenodo.org/record/7967079,"Smooth, exact rotational symmetrization for deep learning on point clouds.",1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
240,KmdPlus,,unsupervised,https://github.com/Minoru938/KmdPlus,"This module contains a class for treating kernel mean descriptor (KMD), and a function for generating descriptors with..",0,False,,,Minoru938/KmdPlus,,,https://github.com/Minoru938/KmdPlus,,2023-03-26 10:06:34,2023-03-26 11:03:39.000000,2023-03-26 11:03:39,4.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
241,interface-lammps-mlip-3,,mlp,,An interface between LAMMPS and MLIP (version 3).,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivannovikov/interface-lammps-mlip-3/,,,,,
242,MLDensity,,ml-dft,{},Linear Jacobi-Legendre expansion of the charge density for machine learning-accelerated electronic structure..,0,False,,,StefanoSanvitoGroup/MLdensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Descriptor Embedding and Clustering for Atomisitic-environment Framework (DECAF),,unsupervised,,Provides a workflow to obtain clustering of local environments in dataset of structures.,-1,False,,,,,,,,,,,41.0,,,,,,,2.0,,,,,,2.0,,,,,,,3.0,,,,,,,-1.0,,,,,,
